county,precinct,office,district,party,candidate,votes,election_day,early,absentee
Grand Traverse,Garfield Twp Pct 1,Board of Trustee Member,,NON,Pamela Horne,744,209,174,361
Grand Traverse,Garfield Twp Pct 2,Board of Trustee Member,,NON,Pamela Horne,652,99,138,415
Grand Traverse,Garfield Twp Pct 3,Board of Trustee Member,,NON,Pamela Horne,491,152,129,210
Grand Traverse,Garfield Twp Pct 4,Board of Trustee Member,,NON,Pamela Horne,562,131,141,290
Grand Traverse,Garfield Twp Pct 5,Board of Trustee Member,,NON,Pamela Horne,806,149,168,489
Grand Traverse,Garfield Twp Pct 6,Board of Trustee Member,,NON,Pamela Horne,609,143,132,334
Grand Traverse,Garfield Twp Pct 7,Board of Trustee Member,,NON,Pamela Horne,525,239,116,170
Grand Traverse,Grant Twp Pct 1,Board of Trustee Member,,NON,Pamela Horne,207,164,43,0
Grand Traverse,Green Lake Twp Pct 1,Board of Trustee Member,,NON,Pamela Horne,605,157,174,274
Grand Traverse,Green Lake Twp Pct 2,Board of Trustee Member,,NON,Pamela Horne,474,142,124,208
Grand Traverse,Green Lake Twp Pct 3,Board of Trustee Member,,NON,Pamela Horne,411,125,110,176
Grand Traverse,Long Lake Twp Pct 1,Board of Trustee Member,,NON,Pamela Horne,705,195,124,386
Grand Traverse,Long Lake Twp Pct 2,Board of Trustee Member,,NON,Pamela Horne,793,234,153,406
Grand Traverse,Long Lake Twp Pct 3,Board of Trustee Member,,NON,Pamela Horne,810,208,125,477
Grand Traverse,Mayfield Twp Pct 1,Board of Trustee Member,,NON,Pamela Horne,374,310,64,0
Grand Traverse,Paradise Twp Pct 1,Board of Trustee Member,,NON,Pamela Horne,512,331,181,0
Grand Traverse,Paradise Twp Pct 2,Board of Trustee Member,,NON,Pamela Horne,478,308,170,0
Grand Traverse,Peninsula Twp Pct 1,Board of Trustee Member,,NON,Pamela Horne,803,175,71,557
Grand Traverse,Peninsula Twp Pct 2,Board of Trustee Member,,NON,Pamela Horne,887,149,96,642
Grand Traverse,Union Twp Pct 1,Board of Trustee Member,,NON,Pamela Horne,88,73,15,0
Grand Traverse,Whitewater Twp Pct 1,Board of Trustee Member,,NON,Pamela Horne,680,194,97,389
Grand Traverse,Traverse City Pct 1,Board of Trustee Member,,NON,Pamela Horne,598,175,108,315
Grand Traverse,Traverse City Pct 3,Board of Trustee Member,,NON,Pamela Horne,707,167,150,390
Grand Traverse,Traverse City Pct 7,Board of Trustee Member,,NON,Pamela Horne,567,208,123,236
Grand Traverse,Traverse City Pct 8,Board of Trustee Member,,NON,Pamela Horne,620,157,155,308
Grand Traverse,Traverse City Pct 9,Board of Trustee Member,,NON,Pamela Horne,577,134,95,348
Grand Traverse,Traverse City Pct 10,Board of Trustee Member,,NON,Pamela Horne,660,150,143,367
Grand Traverse,Acme Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,329,83,96,150
Grand Traverse,Acme Twp Pct 2,Board of Trustee Member,,NON,Merek Roman,274,77,50,147
Grand Traverse,Blair Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,226,84,84,58
Grand Traverse,Blair Twp Pct 2,Board of Trustee Member,,NON,Merek Roman,419,136,156,127
Grand Traverse,Blair Twp Pct 3,Board of Trustee Member,,NON,Merek Roman,255,81,99,75
Grand Traverse,Blair Twp Pct 4,Board of Trustee Member,,NON,Merek Roman,319,131,112,76
Grand Traverse,East Bay Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,285,59,93,133
Grand Traverse,East Bay Twp Pct 2,Board of Trustee Member,,NON,Merek Roman,411,112,135,164
Grand Traverse,East Bay Twp Pct 3,Board of Trustee Member,,NON,Merek Roman,230,65,53,112
Grand Traverse,East Bay Twp Pct 4,Board of Trustee Member,,NON,Merek Roman,378,99,121,158
Grand Traverse,East Bay Twp Pct 5,Board of Trustee Member,,NON,Merek Roman,314,89,96,129
Grand Traverse,Fife Lake Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,244,78,106,60
Grand Traverse,Garfield Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,381,106,126,149
Grand Traverse,Garfield Twp Pct 2,Board of Trustee Member,,NON,Merek Roman,405,86,122,197
Grand Traverse,Garfield Twp Pct 3,Board of Trustee Member,,NON,Merek Roman,206,76,58,72
Grand Traverse,Garfield Twp Pct 4,Board of Trustee Member,,NON,Merek Roman,308,92,95,121
Grand Traverse,Garfield Twp Pct 5,Board of Trustee Member,,NON,Merek Roman,436,98,101,237
Grand Traverse,Garfield Twp Pct 6,Board of Trustee Member,,NON,Merek Roman,383,101,122,160
Grand Traverse,Garfield Twp Pct 7,Board of Trustee Member,,NON,Merek Roman,223,120,51,52
Grand Traverse,Grant Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,234,150,84,0
Grand Traverse,Green Lake Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,327,100,116,111
Grand Traverse,Green Lake Twp Pct 2,Board of Trustee Member,,NON,Merek Roman,323,105,136,82
Grand Traverse,Green Lake Twp Pct 3,Board of Trustee Member,,NON,Merek Roman,218,67,75,76
Grand Traverse,Long Lake Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,412,165,81,166
Grand Traverse,Long Lake Twp Pct 2,Board of Trustee Member,,NON,Merek Roman,374,127,82,165
Grand Traverse,Long Lake Twp Pct 3,Board of Trustee Member,,NON,Merek Roman,561,184,121,256
Grand Traverse,Mayfield Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,203,151,52,0
Grand Traverse,Paradise Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,420,221,199,0
Grand Traverse,Paradise Twp Pct 2,Board of Trustee Member,,NON,Merek Roman,280,174,106,0
Grand Traverse,Peninsula Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,435,127,46,262
Grand Traverse,Peninsula Twp Pct 2,Board of Trustee Member,,NON,Merek Roman,427,104,64,259
Grand Traverse,Union Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,76,64,12,0
Grand Traverse,Whitewater Twp Pct 1,Board of Trustee Member,,NON,Merek Roman,379,132,70,177
Grand Traverse,Traverse City Pct 1,Board of Trustee Member,,NON,Merek Roman,459,153,103,203
Grand Traverse,Traverse City Pct 3,Board of Trustee Member,,NON,Merek Roman,253,75,58,120
Grand Traverse,Traverse City Pct 7,Board of Trustee Member,,NON,Merek Roman,350,139,87,124
Grand Traverse,Traverse City Pct 8,Board of Trustee Member,,NON,Merek Roman,300,91,86,123
Grand Traverse,Traverse City Pct 9,Board of Trustee Member,,NON,Merek Roman,402,115,83,204
Grand Traverse,Traverse City Pct 10,Board of Trustee Member,,NON,Merek Roman,318,103,88,127
Grand Traverse,Fife Lake Twp Pct 1,Library Board Member Fife Lake Township,,NON,Noreen Broering,529,149,211,169
Grand Traverse,Fife Lake Twp Pct 1,Library Board Member Fife Lake Township,,NON,Debbie McCool,490,113,215,162
Grand Traverse,Fife Lake Twp Pct 1,Library Board Member Fife Lake Township,,NON,Joyce G. Freiwald,455,106,190,159
Grand Traverse,Fife Lake Twp Pct 1,Library Board Member Fife Lake Township,,NON,Susan Peterson-Bell,439,103,183,153
Grand Traverse,Fife Lake Twp Pct 1,Library Board Member Fife Lake Township,,NON,JoEllen Simpson,424,98,183,143
Grand Traverse,Fife Lake Twp Pct 1,Library Board Member Fife Lake Township,,NON,Write-in,50,22,21,7
Grand Traverse,Green Lake Twp Pct 1,Library Board Member Green Lake Township,,NON,Laurie Bouwman,667,171,201,295
Grand Traverse,Green Lake Twp Pct 2,Library Board Member Green Lake Township,,NON,Laurie Bouwman,608,166,199,243
Grand Traverse,Green Lake Twp Pct 3,Library Board Member Green Lake Township,,NON,Laurie Bouwman,430,132,129,169
Grand Traverse,Green Lake Twp Pct 1,Library Board Member Green Lake Township,,NON,Mary Beth Hardwicke,635,153,186,296
Grand Traverse,Green Lake Twp Pct 2,Library Board Member Green Lake Township,,NON,Mary Beth Hardwicke,547,128,171,248
Grand Traverse,Green Lake Twp Pct 3,Library Board Member Green Lake Township,,NON,Mary Beth Hardwicke,413,126,121,166
Grand Traverse,Green Lake Twp Pct 1,Library Board Member Green Lake Township,,NON,Patricia A. Thompson,648,154,188,306
Grand Traverse,Green Lake Twp Pct 2,Library Board Member Green Lake Township,,NON,Patricia A. Thompson,532,132,165,235
Grand Traverse,Green Lake Twp Pct 3,Library Board Member Green Lake Township,,NON,Patricia A. Thompson,399,119,120,160
Grand Traverse,Green Lake Twp Pct 1,Library Board Member Green Lake Township,,NON,Sue Egelus,625,154,181,290
Grand Traverse,Green Lake Twp Pct 2,Library Board Member Green Lake Township,,NON,Sue Egelus,520,132,162,226
Grand Traverse,Green Lake Twp Pct 3,Library Board Member Green Lake Township,,NON,Sue Egelus,426,131,114,181
Grand Traverse,Green Lake Twp Pct 1,Library Board Member Green Lake Township,,NON,Ethan Fitzpatrick,608,146,185,277
Grand Traverse,Green Lake Twp Pct 2,Library Board Member Green Lake Township,,NON,Ethan Fitzpatrick,557,156,179,222
Grand Traverse,Green Lake Twp Pct 3,Library Board Member Green Lake Township,,NON,Ethan Fitzpatrick,406,127,120,159
Grand Traverse,Green Lake Twp Pct 1,Library Board Member Green Lake Township,,NON,Rory L. Baker,639,154,197,288
Grand Traverse,Green Lake Twp Pct 2,Library Board Member Green Lake Township,,NON,Rory L. Baker,485,119,156,210
Grand Traverse,Green Lake Twp Pct 3,Library Board Member Green Lake Township,,NON,Rory L. Baker,381,110,116,155
Grand Traverse,Green Lake Twp Pct 1,Library Board Member Green Lake Township,,NON,Write-in,88,28,38,22
Grand Traverse,Green Lake Twp Pct 2,Library Board Member Green Lake Township,,NON,Write-in,77,54,19,4
Grand Traverse,Green Lake Twp Pct 3,Library Board Member Green Lake Township,,NON,Write-in,40,15,7,18
Grand Traverse,Peninsula Twp Pct 1,Library Board Member Peninsula Township,,NON,Nancy Davy,1143,234,100,809
Grand Traverse,Peninsula Twp Pct 2,Library Board Member Peninsula Township,,NON,Nancy Davy,1028,198,118,712
Grand Traverse,Peninsula Twp Pct 1,Library Board Member Peninsula Township,,NON,Nikki Sobkowski,1080,222,92,766
Grand Traverse,Peninsula Twp Pct 2,Library Board Member Peninsula Township,,NON,Nikki Sobkowski,975,181,117,677
Grand Traverse,Peninsula Twp Pct 1,Library Board Member Peninsula Township,,NON,Brit Eaton,1010,209,89,712
Grand Traverse,Peninsula Twp Pct 2,Library Board Member Peninsula Township,,NON,Brit Eaton,953,176,109,668
Grand Traverse,Peninsula Twp Pct 1,Library Board Member Peninsula Township,,NON,Todd E. Wilson,1001,206,81,714
Grand Traverse,Peninsula Twp Pct 2,Library Board Member Peninsula Township,,NON,Todd E. Wilson,939,174,105,660
Grand Traverse,Peninsula Twp Pct 1,Library Board Member Peninsula Township,,NON,Patrick Livingston,976,207,91,678
Grand Traverse,Peninsula Twp Pct 2,Library Board Member Peninsula Township,,NON,Patrick Livingston,923,173,109,641
Grand Traverse,Peninsula Twp Pct 1,Library Board Member Peninsula Township,,NON,John Bercini,959,197,91,671
Grand Traverse,Peninsula Twp Pct 2,Library Board Member Peninsula Township,,NON,John Bercini,897,165,101,631
Grand Traverse,Peninsula Twp Pct 1,Library Board Member Peninsula Township,,NON,Write-in,68,31,13,24
Grand Traverse,Peninsula Twp Pct 2,Library Board Member Peninsula Township,,NON,Write-in,44,32,5,7
Grand Traverse,Grant Twp Pct 1,Board Member Benzie County Central Schools,,NON,Gregory Kempton,29,22,7,0
Grand Traverse,Grant Twp Pct 1,Board Member Benzie County Central Schools,,NON,Write-in,0,0,0,0
Grand Traverse,Acme Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,781,185,150,446
Grand Traverse,Acme Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,315,78,51,186
Grand Traverse,Blair Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,273,94,88,91
Grand Traverse,Blair Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,507,119,152,236
Grand Traverse,Blair Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,410,118,131,161
Grand Traverse,Blair Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,436,153,142,141
Grand Traverse,East Bay Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,577,113,130,334
Grand Traverse,East Bay Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,584,141,141,302
Grand Traverse,East Bay Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,514,112,93,309
Grand Traverse,East Bay Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,724,144,169,411
Grand Traverse,East Bay Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,571,129,140,302
Grand Traverse,Garfield Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,753,205,190,358
Grand Traverse,Garfield Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,752,115,174,463
Grand Traverse,Garfield Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,398,111,103,184
Grand Traverse,Garfield Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,522,113,125,284
Grand Traverse,Garfield Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,992,192,206,594
Grand Traverse,Garfield Twp Pct 6,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,615,141,165,309
Grand Traverse,Garfield Twp Pct 7,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,448,204,96,148
Grand Traverse,Grant Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,64,43,21,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,466,118,118,230
Grand Traverse,Green Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,416,116,130,170
Grand Traverse,Green Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,386,109,106,171
Grand Traverse,Long Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,767,229,144,394
Grand Traverse,Long Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,845,243,168,434
Grand Traverse,Long Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,956,263,147,546
Grand Traverse,Peninsula Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,998,221,86,691
Grand Traverse,Peninsula Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,1173,218,126,829
Grand Traverse,Union Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,45,35,10,0
Grand Traverse,Whitewater Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,2,0,0,2
Grand Traverse,Traverse City Pct 1,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,876,233,175,468
Grand Traverse,Traverse City Pct 3,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,794,199,174,421
Grand Traverse,Traverse City Pct 7,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,681,227,158,296
Grand Traverse,Traverse City Pct 8,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,846,198,223,425
Grand Traverse,Traverse City Pct 9,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,884,226,166,492
Grand Traverse,Traverse City Pct 10,Board Member Traverse City Area Public Schools,,NON,Ty Schmidt,739,175,156,408
Grand Traverse,Acme Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,786,162,144,480
Grand Traverse,Acme Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,294,66,49,179
Grand Traverse,Blair Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,308,106,84,118
Grand Traverse,Blair Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,452,102,138,212
Grand Traverse,Blair Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,395,99,119,177
Grand Traverse,Blair Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,391,128,116,147
Grand Traverse,East Bay Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,596,108,130,358
Grand Traverse,East Bay Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,581,123,129,329
Grand Traverse,East Bay Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,499,99,86,314
Grand Traverse,East Bay Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,642,116,149,377
Grand Traverse,East Bay Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,506,112,116,278
Grand Traverse,Garfield Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,721,160,183,378
Grand Traverse,Garfield Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,904,130,202,572
Grand Traverse,Garfield Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,426,121,107,198
Grand Traverse,Garfield Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,515,105,124,286
Grand Traverse,Garfield Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,928,174,188,566
Grand Traverse,Garfield Twp Pct 6,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,578,133,128,317
Grand Traverse,Garfield Twp Pct 7,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,407,160,84,163
Grand Traverse,Grant Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,76,50,26,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,500,119,128,253
Grand Traverse,Green Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,488,144,133,211
Grand Traverse,Green Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,354,85,100,169
Grand Traverse,Long Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,815,222,151,442
Grand Traverse,Long Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,818,207,163,448
Grand Traverse,Long Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,1007,259,135,613
Grand Traverse,Peninsula Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,946,193,70,683
Grand Traverse,Peninsula Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,1071,193,112,766
Grand Traverse,Union Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,42,33,9,0
Grand Traverse,Whitewater Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,3,0,1,2
Grand Traverse,Traverse City Pct 1,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,807,221,158,428
Grand Traverse,Traverse City Pct 3,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,840,189,167,484
Grand Traverse,Traverse City Pct 7,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,604,190,130,284
Grand Traverse,Traverse City Pct 8,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,716,171,170,375
Grand Traverse,Traverse City Pct 9,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,719,175,137,407
Grand Traverse,Traverse City Pct 10,Board Member Traverse City Area Public Schools,,NON,Josey Ballenger,723,150,153,420
Grand Traverse,Acme Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,630,131,109,390
Grand Traverse,Acme Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,289,63,40,186
Grand Traverse,Blair Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,241,73,82,86
Grand Traverse,Blair Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,423,104,125,194
Grand Traverse,Blair Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,370,99,117,154
Grand Traverse,Blair Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,293,95,91,107
Grand Traverse,East Bay Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,429,80,102,247
Grand Traverse,East Bay Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,510,105,124,281
Grand Traverse,East Bay Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,413,77,71,265
Grand Traverse,East Bay Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,620,104,157,359
Grand Traverse,East Bay Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,486,106,111,269
Grand Traverse,Garfield Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,555,132,128,295
Grand Traverse,Garfield Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,624,74,142,408
Grand Traverse,Garfield Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,327,84,84,159
Grand Traverse,Garfield Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,390,89,96,205
Grand Traverse,Garfield Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,882,153,183,546
Grand Traverse,Garfield Twp Pct 6,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,541,132,126,283
Grand Traverse,Garfield Twp Pct 7,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,257,103,55,99
Grand Traverse,Grant Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,49,27,22,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,380,82,101,197
Grand Traverse,Green Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,349,91,113,145
Grand Traverse,Green Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,308,74,84,150
Grand Traverse,Long Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,710,190,123,397
Grand Traverse,Long Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,703,176,134,393
Grand Traverse,Long Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,781,191,113,477
Grand Traverse,Peninsula Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,912,191,80,641
Grand Traverse,Peninsula Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,1096,198,125,773
Grand Traverse,Union Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,35,28,7,0
Grand Traverse,Whitewater Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,3,2,1,0
Grand Traverse,Traverse City Pct 1,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,692,165,127,400
Grand Traverse,Traverse City Pct 3,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,651,137,141,373
Grand Traverse,Traverse City Pct 7,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,524,160,115,249
Grand Traverse,Traverse City Pct 8,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,619,133,149,337
Grand Traverse,Traverse City Pct 9,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,730,170,130,430
Grand Traverse,Traverse City Pct 10,Board Member Traverse City Area Public Schools,,NON,Scott Newman-Bale,626,126,124,376
Grand Traverse,Acme Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,418,90,131,197
Grand Traverse,Acme Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,180,43,34,103
Grand Traverse,Blair Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,281,98,87,96
Grand Traverse,Blair Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,442,111,172,159
Grand Traverse,Blair Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,278,73,100,105
Grand Traverse,Blair Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,272,111,76,85
Grand Traverse,East Bay Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,371,90,97,184
Grand Traverse,East Bay Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,402,98,122,182
Grand Traverse,East Bay Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,316,69,72,175
Grand Traverse,East Bay Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,412,114,109,189
Grand Traverse,East Bay Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,379,110,117,152
Grand Traverse,Garfield Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,469,118,148,203
Grand Traverse,Garfield Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,419,60,129,230
Grand Traverse,Garfield Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,277,94,80,103
Grand Traverse,Garfield Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,372,93,103,176
Grand Traverse,Garfield Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,556,125,147,284
Grand Traverse,Garfield Twp Pct 6,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,429,98,124,207
Grand Traverse,Garfield Twp Pct 7,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,297,130,73,94
Grand Traverse,Grant Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,73,51,22,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,348,105,128,115
Grand Traverse,Green Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,371,107,119,145
Grand Traverse,Green Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,314,99,91,124
Grand Traverse,Long Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,435,152,82,201
Grand Traverse,Long Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,493,149,140,204
Grand Traverse,Long Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,541,151,130,260
Grand Traverse,Peninsula Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,488,113,62,313
Grand Traverse,Peninsula Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,505,105,87,313
Grand Traverse,Union Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,38,28,10,0
Grand Traverse,Whitewater Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,7,2,2,3
Grand Traverse,Traverse City Pct 1,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,281,100,60,121
Grand Traverse,Traverse City Pct 3,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,291,77,78,136
Grand Traverse,Traverse City Pct 7,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,321,143,80,98
Grand Traverse,Traverse City Pct 8,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,272,87,70,115
