county,precinct,office,district,candidate,party,election_day,absentee,early_voting_local,early_voting_county,votes
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Kathleen Oakford,NLP,22,11,0,7,40
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Under Votes,,382,157,0,87,626
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Over Votes,,0,0,0,1,1
Muskegon,"Muskegon Charter Township, Precinct 3",Prosecuting Attorney,,D. J. Hilson,DEM,552,541,0,206,1299
Muskegon,"Muskegon Charter Township, Precinct 3",Prosecuting Attorney,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Prosecuting Attorney,,Under Votes,,500,181,0,193,874
Muskegon,"Muskegon Charter Township, Precinct 3",Prosecuting Attorney,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Sheriff,,Michael J. Poulin,DEM,423,502,0,161,1086
Muskegon,"Muskegon Charter Township, Precinct 3",Sheriff,,Max Riekse,REP,552,190,0,218,960
Muskegon,"Muskegon Charter Township, Precinct 3",Sheriff,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Sheriff,,Under Votes,,77,30,0,20,127
Muskegon,"Muskegon Charter Township, Precinct 3",Sheriff,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Clerk,,Karen D. Buie,DEM,358,466,0,139,963
Muskegon,"Muskegon Charter Township, Precinct 3",Clerk,,Eric Rothoff,REP,580,220,0,241,1041
Muskegon,"Muskegon Charter Township, Precinct 3",Clerk,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Clerk,,Under Votes,,114,36,0,19,169
Muskegon,"Muskegon Charter Township, Precinct 3",Clerk,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Treasurer,,Tony Moulatsiotis,DEM,350,462,0,138,950
Muskegon,"Muskegon Charter Township, Precinct 3",Treasurer,,Kent Boersema,REP,606,227,0,240,1073
Muskegon,"Muskegon Charter Township, Precinct 3",Treasurer,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Treasurer,,Under Votes,,96,33,0,21,150
Muskegon,"Muskegon Charter Township, Precinct 3",Treasurer,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Register of Deeds,,William Moulatsiotis,DEM,325,452,0,137,914
Muskegon,"Muskegon Charter Township, Precinct 3",Register of Deeds,,Jason M. Hall,REP,615,230,0,241,1086
Muskegon,"Muskegon Charter Township, Precinct 3",Register of Deeds,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Register of Deeds,,Under Votes,,112,39,0,21,172
Muskegon,"Muskegon Charter Township, Precinct 3",Register of Deeds,,Over Votes,,0,1,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 3",Water Resources Commissioner,,Stephanie Barrett,DEM,355,453,0,130,938
Muskegon,"Muskegon Charter Township, Precinct 3",Water Resources Commissioner,,Zach Laring,REP,589,227,0,249,1065
Muskegon,"Muskegon Charter Township, Precinct 3",Water Resources Commissioner,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Water Resources Commissioner,,Under Votes,,108,42,0,20,170
Muskegon,"Muskegon Charter Township, Precinct 3",Water Resources Commissioner,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Surveyor,,Tim DeMumbrum,DEM,513,520,0,194,1227
Muskegon,"Muskegon Charter Township, Precinct 3",Surveyor,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Surveyor,,Under Votes,,539,202,0,205,946
Muskegon,"Muskegon Charter Township, Precinct 3",Surveyor,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",County Commissioner 5th District,,Charles Nash,DEM,322,445,0,130,897
Muskegon,"Muskegon Charter Township, Precinct 3",County Commissioner 5th District,,Nicole Larson,REP,614,232,0,242,1088
Muskegon,"Muskegon Charter Township, Precinct 3",County Commissioner 5th District,,Under Votes,,116,45,0,27,188
Muskegon,"Muskegon Charter Township, Precinct 3",County Commissioner 5th District,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Supervisor,,Jennifer Hodges,DEM,416,489,0,148,1053
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Supervisor,,Jericho Gonzales,REP,530,199,0,232,961
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Supervisor,,Under Votes,,105,33,0,19,157
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Supervisor,,Over Votes,,1,1,0,0,2
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Clerk,,Carrie Westbrook,DEM,526,532,0,205,1263
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Clerk,,Under Votes,,525,190,0,194,909
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Clerk,,Over Votes,,1,0,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Treasurer,,Lindsay Theile,DEM,529,526,0,203,1258
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Treasurer,,Under Votes,,523,196,0,195,914
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Treasurer,,Over Votes,,0,0,0,1,1
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Trustee,,Jenni Bowen,DEM,364,465,0,140,969
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Trustee,,Robert Grabinski,DEM,308,433,0,125,866
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Trustee,,Joe Kemp,DEM,321,430,0,129,880
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Trustee,,"Dave Kieft, Jr.",DEM,327,442,0,134,903
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Trustee,,Steve Browers,REP,560,226,0,239,1025
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Trustee,,Carolyn Jurecki,REP,557,232,0,231,1020
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Trustee,,Christopher Kaijala,REP,496,192,0,225,913
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Trustee,,Under Votes,,1275,468,0,365,2108
Muskegon,"Muskegon Charter Township, Precinct 3",Muskegon Charter Township Trustee,,Over Votes,,0,0,0,2,2
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Andrew Fink,,275,137,0,132,544
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,403,417,0,146,966
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Under Votes,,374,168,0,120,662
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Over Votes,,0,0,0,1,1
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Kyra Harris Bolden,,339,376,0,140,855
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Patrick William O'Grady,,323,167,0,133,623
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Under Votes,,390,177,0,126,693
Muskegon,"Muskegon Charter Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Over Votes,,0,2,0,0,2
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,421,389,0,141,951
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,411,384,0,161,956
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Under Votes,,1272,671,0,496,2439
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Circuit Court 14th Circuit Incumbent Position,,Annette R. Smedley,,564,486,0,215,1265
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Circuit Court 14th Circuit Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Circuit Court 14th Circuit Incumbent Position,,Under Votes,,488,236,0,184,908
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Circuit Court 14th Circuit Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Probate Court Incumbent Position,,Gregory C. Pittman,,382,261,0,147,790
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Probate Court Incumbent Position,,Kendrah Robinson,,295,287,0,113,695
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Probate Court Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Probate Court Incumbent Position,,Under Votes,,374,174,0,138,686
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of Probate Court Incumbent Position,,Over Votes,,1,0,0,1,2
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of District Court 60th District Incumbent Position,,Raymond J. Kostrzewa,,560,457,0,210,1227
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of District Court 60th District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of District Court 60th District Incumbent Position,,Under Votes,,492,265,0,189,946
Muskegon,"Muskegon Charter Township, Precinct 3",Judge of District Court 60th District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Board of Trustees Member Muskegon Community College,,Donald Crandall,,535,452,0,202,1189
Muskegon,"Muskegon Charter Township, Precinct 3",Board of Trustees Member Muskegon Community College,,Asaline Scott (W),,0,3,0,1,4
Muskegon,"Muskegon Charter Township, Precinct 3",Board of Trustees Member Muskegon Community College,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Board of Trustees Member Muskegon Community College,,Jeffrey Lee Zabrocki (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Board of Trustees Member Muskegon Community College,,Kara Olson (W),,1,0,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 3",Board of Trustees Member Muskegon Community College,,Neal Alan Barncard (W),,3,1,0,3,7
Muskegon,"Muskegon Charter Township, Precinct 3",Board of Trustees Member Muskegon Community College,,Under Votes,,1565,988,0,592,3145
Muskegon,"Muskegon Charter Township, Precinct 3",Board of Trustees Member Muskegon Community College,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Board Member Orchard View Public Schools,,Jeff Eggeman,,292,234,0,114,640
Muskegon,"Muskegon Charter Township, Precinct 3",Board Member Orchard View Public Schools,,Leslie Nelson,,417,361,0,162,940
Muskegon,"Muskegon Charter Township, Precinct 3",Board Member Orchard View Public Schools,,Lane Sterenberg,,257,244,0,109,610
Muskegon,"Muskegon Charter Township, Precinct 3",Board Member Orchard View Public Schools,,Under Votes,,1138,605,0,413,2156
Muskegon,"Muskegon Charter Township, Precinct 3",Board Member Orchard View Public Schools,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",Registered Voters,,,,,,,,1797
Muskegon,"Muskegon Charter Township, Precinct 4",Ballots Cast,,,,,,,,2643
Muskegon,"Muskegon Charter Township, Precinct 4",Straight Party,,Democratic Party,DEM,138,246,0,94,478
Muskegon,"Muskegon Charter Township, Precinct 4",Straight Party,,Republican Party,REP,234,115,0,194,543
Muskegon,"Muskegon Charter Township, Precinct 4",Straight Party,,Libertarian Party,LIB,4,1,0,2,7
Muskegon,"Muskegon Charter Township, Precinct 4",Straight Party,,U.S. Taxpayers Party,UST,1,0,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 4",Straight Party,,Green Party,GRN,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",Straight Party,,Working Class Party,WC,6,4,0,1,11
Muskegon,"Muskegon Charter Township, Precinct 4",Straight Party,,Natural Law Party,NLP,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",Straight Party,,Under Votes,,309,255,0,193,757
Muskegon,"Muskegon Charter Township, Precinct 4",Straight Party,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Kamala D. Harris,DEM,236,397,0,148,781
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Donald J. Trump,REP,439,211,0,333,983
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Chase Oliver,LIB,6,3,0,1,10
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Randall Terry,UST,1,0,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Jill Stein,GRN,2,1,0,0,3
Muskegon,"Muskegon Charter Township, Precinct 4",President,,"Robert F. Kennedy, Jr.",NLP,5,5,0,2,12
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Joseph Kishore,NPA,0,1,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Cornel West,NPA,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Cherunda Lynn Fox (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Claudia De la Cruz (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Jay J. Bowman (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Peter Sonski (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Under Votes,,3,2,0,0,5
Muskegon,"Muskegon Charter Township, Precinct 4",President,,Over Votes,,0,1,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Elissa Slotkin,DEM,235,387,0,146,768
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Mike Rogers,REP,398,208,0,313,919
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Joseph Solis-Mullen,LIB,16,10,0,6,32
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Dave Stein,UST,9,3,0,4,16
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Douglas P. Marsh,GRN,6,2,0,0,8
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Doug Dern,NLP,6,0,0,2,8
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,James Chapman (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Under Votes,,22,8,0,13,43
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. Senate,,Over Votes,,0,3,0,0,3
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. House,2,Michael Lynch,DEM,225,385,0,141,751
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. House,2,John R. Moolenaar,REP,381,195,0,311,887
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. House,2,Ben DeJong,LIB,22,8,0,6,36
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. House,2,Scott Adams,UST,27,4,0,4,35
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. House,2,Under Votes,,37,27,0,21,85
Muskegon,"Muskegon Charter Township, Precinct 4",U.S. House,2,Over Votes,,0,2,0,1,3
Muskegon,"Muskegon Charter Township, Precinct 4",State House,87,Will Snyder,DEM,247,406,0,144,797
Muskegon,"Muskegon Charter Township, Precinct 4",State House,87,Chip Chipman,REP,375,191,0,308,874
Muskegon,"Muskegon Charter Township, Precinct 4",State House,87,Rich McClain,LIB,32,6,0,10,48
Muskegon,"Muskegon Charter Township, Precinct 4",State House,87,Under Votes,,38,17,0,22,77
Muskegon,"Muskegon Charter Township, Precinct 4",State House,87,Over Votes,,0,1,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Theodore Jones,DEM,201,362,0,134,697
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Adam Frederick Zemke,DEM,198,357,0,133,688
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Tom McMillin,REP,363,189,0,284,836
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Nikki Snyder,REP,358,186,0,287,831
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Scotty Boman,LIB,28,13,0,11,52
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Ted Gerrard,UST,8,7,0,0,15
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Christine C. Schwartz,UST,18,4,0,6,28
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Mary Anne Hering,WC,45,12,0,12,69
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Under Votes,,165,108,0,101,374
Muskegon,"Muskegon Charter Township, Precinct 4",Members of the State Board of Education,,Over Votes,,0,2,0,0,2
Muskegon,"Muskegon Charter Township, Precinct 4",Regent of the University of Michigan,,Denise Ilitch,DEM,218,370,0,139,727
Muskegon,"Muskegon Charter Township, Precinct 4",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,201,358,0,131,690
Muskegon,"Muskegon Charter Township, Precinct 4",Regent of the University of Michigan,,Carl Meyers,REP,374,201,0,292,867
Muskegon,"Muskegon Charter Township, Precinct 4",Regent of the University of Michigan,,Sevag Vartanian,REP,313,164,0,265,742
Muskegon,"Muskegon Charter Township, Precinct 4",Regent of the University of Michigan,,Andrew Chadderdon,LIB,28,12,0,14,54
