county,precinct,offfice,district,party,candidate,votes,election_day,absentee,early_voting
Emmet,Readmond Township Precinct 1,U.S. House,,WCP,Liz Hakola,7,7,0,0
Emmet,Readmond Township Precinct 1,U.S. House,,,Write-ins,0,0,0,0
Emmet,Readmond Township Precinct 1,U.S. House,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,U.S. House,,,Undervotes,8,5,0,3
Emmet,Readmond Township Precinct 1,State House,,DEM,Jodi Decker,185,158,0,27
Emmet,Readmond Township Precinct 1,State House,,REP,Parker Fairbairn,276,233,0,43
Emmet,Readmond Township Precinct 1,State House,,,Write-ins,0,0,0,0
Emmet,Readmond Township Precinct 1,State House,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,State House,,,Undervotes,7,7,0,0
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,DEM,Theodore Jones,186,160,0,26
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,DEM,Adam Frederick Zemke,174,149,0,25
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,REP,Tom McMillin,229,188,0,41
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,REP,Nikki Snyder,226,185,0,41
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,LIB,Scotty Boman,15,15,0,0
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,UST,Ted Gerrard,2,2,0,0
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,UST,Christine C. Schwartz,5,5,0,0
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,WCP,Mary Anne Hering,18,15,0,3
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,,Write-ins,0,0,0,0
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Member of the State Board of Education State,,,Undervotes,81,77,0,4
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,DEM,Shauna Ryder Diggs,179,152,0,27
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,DEM,Denise Ilitch,191,164,0,27
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,REP,Carl Meyers,233,191,0,42
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,REP,Sevag Vartanian,213,174,0,39
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,LIB,Andrew Chadderdon,18,17,0,1
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,UST,Donna M. Oetman,4,3,0,1
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,,Write-ins,0,0,0,0
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,,Write-In: Huwaida Arraf,0,0,0,0
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Regent of the University of Michigan State,,,Undervotes,98,95,0,3
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,DEM,Rebecca Bahar-Cook,179,152,0,27
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,DEM,Thomas Stallworth III,170,144,0,26
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,REP,Mike Balow,226,187,0,39
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,REP,Julie Maday,219,176,0,43
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,LIB,Grant T. Baker,17,17,0,0
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,UST,Janet M. Sanger,5,5,0,0
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,UST,John Paul Sanger,4,4,0,0
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,GRN,John Anthony La Pietra,6,5,0,1
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,,Write-ins,0,0,0,0
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,,Overvotes,2,2,0,0
Emmet,Readmond Township Precinct 1,Trustee of Michigan State University State,,,Undervotes,108,104,0,4
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,DEM,Rasha Demashkieh,165,140,0,25
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,DEM,Mark T. Gaffney,172,147,0,25
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,REP,Michael Busuito,226,185,0,41
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,REP,Sunny Reddy,220,181,0,39
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,LIB,Farid Ishac,7,7,0,0
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,UST,William Mohr II,4,3,0,1
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,GRN,Sami Makhoul,7,6,0,1
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,WCP,Suzanne Roehrig,18,15,0,3
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,NLP,Kathleen Oakford,4,3,0,1
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,,Write-ins,1,1,0,0
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Governor of Wayne State University State,,,Undervotes,112,108,0,4
Emmet,Readmond Township Precinct 1,Prosecuting Attorney Emmet County,,REP,Michael H. Schuitema,304,254,0,50
Emmet,Readmond Township Precinct 1,Prosecuting Attorney Emmet County,,,Write-ins,4,4,0,0
Emmet,Readmond Township Precinct 1,Prosecuting Attorney Emmet County,,,Overvotes,1,1,0,0
Emmet,Readmond Township Precinct 1,Prosecuting Attorney Emmet County,,,Undervotes,159,139,0,20
Emmet,Readmond Township Precinct 1,Sheriff Emmet County,,REP,Matt Leirstein,312,262,0,50
Emmet,Readmond Township Precinct 1,Sheriff Emmet County,,,Write-ins,5,5,0,0
Emmet,Readmond Township Precinct 1,Sheriff Emmet County,,,Overvotes,1,1,0,0
Emmet,Readmond Township Precinct 1,Sheriff Emmet County,,,Undervotes,150,130,0,20
Emmet,Readmond Township Precinct 1,Clerk Emmet County,,DEM,Elizabeth Lohman,180,154,0,26
Emmet,Readmond Township Precinct 1,Clerk Emmet County,,REP,Suzanne R. Kanine,264,221,0,43
Emmet,Readmond Township Precinct 1,Clerk Emmet County,,,Write-ins,2,2,0,0
Emmet,Readmond Township Precinct 1,Clerk Emmet County,,,Overvotes,1,1,0,0
Emmet,Readmond Township Precinct 1,Clerk Emmet County,,,Undervotes,21,20,0,1
Emmet,Readmond Township Precinct 1,Treasurer Emmet County,,REP,Mary Mitchell,309,258,0,51
Emmet,Readmond Township Precinct 1,Treasurer Emmet County,,,Write-ins,2,2,0,0
Emmet,Readmond Township Precinct 1,Treasurer Emmet County,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Treasurer Emmet County,,,Undervotes,157,138,0,19
Emmet,Readmond Township Precinct 1,Register of Deeds Emmet County,,REP,Karen Cosens,313,263,0,50
Emmet,Readmond Township Precinct 1,Register of Deeds Emmet County,,,Write-ins,2,1,0,1
Emmet,Readmond Township Precinct 1,Register of Deeds Emmet County,,,Overvotes,1,1,0,0
Emmet,Readmond Township Precinct 1,Register of Deeds Emmet County,,,Undervotes,152,133,0,19
Emmet,Readmond Township Precinct 1,Drain Commissioner Emmet County,,REP,Arden J. Bawkey,305,257,0,48
Emmet,Readmond Township Precinct 1,Drain Commissioner Emmet County,,,Write-ins,2,2,0,0
Emmet,Readmond Township Precinct 1,Drain Commissioner Emmet County,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Drain Commissioner Emmet County,,,Undervotes,161,139,0,22
Emmet,Readmond Township Precinct 1,County Commissioner County Commissioner District 01,,DEM,Mark E. Sommers,215,183,0,32
Emmet,Readmond Township Precinct 1,County Commissioner County Commissioner District 01,,REP,Charles E. Laughbaum,232,196,0,36
Emmet,Readmond Township Precinct 1,County Commissioner County Commissioner District 01,,,Write-ins,1,0,0,1
Emmet,Readmond Township Precinct 1,County Commissioner County Commissioner District 01,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,County Commissioner County Commissioner District 01,,,Undervotes,20,19,0,1
Emmet,Readmond Township Precinct 1,Supervisor Readmond Township,,REP,Lisa Alvarado Fineout,332,281,0,51
Emmet,Readmond Township Precinct 1,Supervisor Readmond Township,,,Write-ins,2,2,0,0
Emmet,Readmond Township Precinct 1,Supervisor Readmond Township,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Supervisor Readmond Township,,,Undervotes,134,115,0,19
Emmet,Readmond Township Precinct 1,Clerk Readmond Township,,REP,Sarah Krupa,341,286,0,55
Emmet,Readmond Township Precinct 1,Clerk Readmond Township,,,Write-ins,2,2,0,0
Emmet,Readmond Township Precinct 1,Clerk Readmond Township,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Clerk Readmond Township,,,Undervotes,125,110,0,15
Emmet,Readmond Township Precinct 1,Treasurer Readmond Township,,REP,Patty Sutton,314,263,0,51
Emmet,Readmond Township Precinct 1,Treasurer Readmond Township,,,Write-ins,2,2,0,0
Emmet,Readmond Township Precinct 1,Treasurer Readmond Township,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Treasurer Readmond Township,,,Undervotes,151,132,0,19
Emmet,Readmond Township Precinct 1,Trustee Readmond Township,,DEM,Robert A. Kruzel,254,222,0,32
Emmet,Readmond Township Precinct 1,Trustee Readmond Township,,REP,Gabriel Brouckaert,225,187,0,38
Emmet,Readmond Township Precinct 1,Trustee Readmond Township,,REP,Joshua Lounsbury,230,187,0,43
Emmet,Readmond Township Precinct 1,Trustee Readmond Township,,,Write-ins,1,1,0,0
Emmet,Readmond Township Precinct 1,Trustee Readmond Township,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Trustee Readmond Township,,,Undervotes,225,198,0,27
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,,,Andrew Fink,151,126,0,25
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,,,Kimberly Ann Thomas,203,174,0,29
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,,,Write-ins,3,3,0,0
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,,,Undervotes,111,95,0,16
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Kyra Harris Bolden,202,174,0,28
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Patrick William O'Grady,151,124,0,27
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Write-ins,2,2,0,0
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Undervotes,113,98,0,15
Emmet,Readmond Township Precinct 1,Judge of Court of Appeals 4th District,,,Stephen L. Borrello,247,208,0,39
Emmet,Readmond Township Precinct 1,Judge of Court of Appeals 4th District,,,Write-ins,4,4,0,0
Emmet,Readmond Township Precinct 1,Judge of Court of Appeals 4th District,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Judge of Court of Appeals 4th District,,,Undervotes,217,186,0,31
Emmet,Readmond Township Precinct 1,Judge of Court of Appeals 4th District,,,Allie Greenleaf Maldonado,250,210,0,40
Emmet,Readmond Township Precinct 1,Judge of Court of Appeals 4th District,,,Write-ins,4,4,0,0
Emmet,Readmond Township Precinct 1,Judge of Court of Appeals 4th District,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Judge of Court of Appeals 4th District,,,Undervotes,214,184,0,30
Emmet,Readmond Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Jennifer E. Deegan,277,231,0,46
Emmet,Readmond Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Write-ins,3,3,0,0
Emmet,Readmond Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Undervotes,188,164,0,24
Emmet,Readmond Township Precinct 1,Judge of Probate District Court 7th District,,,Valerie K. Snyder,257,216,0,41
Emmet,Readmond Township Precinct 1,Judge of Probate District Court 7th District,,,Write-ins,3,3,0,0
Emmet,Readmond Township Precinct 1,Judge of Probate District Court 7th District,,,Overvotes,1,1,0,0
Emmet,Readmond Township Precinct 1,Judge of Probate District Court 7th District,,,Undervotes,207,178,0,29
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,John E. Fought,141,120,0,21
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,James M. Shirilla,143,119,0,24
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Janelle A. Wozniak,172,147,0,25
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,5,5,0,0
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,475,405,0,70
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Keith A. Pretty,235,202,0,33
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,3,3,0,0
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,230,193,0,37
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Larry Cassidy,217,188,0,29
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Beverly Osetek,213,182,0,31
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,6,6,0,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,500,420,0,80
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Pellston Public Schools,,,Serenity Dankert,34,31,0,3
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Pellston Public Schools,,,Amanda McCafferty,46,42,0,4
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Pellston Public Schools,,,Write-ins,1,1,0,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Pellston Public Schools,,,Overvotes,0,0,0,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Pellston Public Schools,,,Undervotes,77,70,0,7
Emmet,Readmond Township Precinct 1,Local School District Board Member Harbor Springs Public Schools,,,Margo H. Damoose,166,134,0,32
Emmet,Readmond Township Precinct 1,Local School District Board Member Harbor Springs Public Schools,,,Paul Fairbairn,173,143,0,30
Emmet,Readmond Township Precinct 1,Local School District Board Member Harbor Springs Public Schools,,,Charlie Hollerith,147,129,0,18
Emmet,Readmond Township Precinct 1,Local School District Board Member Harbor Springs Public Schools,,,Tina J. Honeysette,143,119,0,24
Emmet,Readmond Township Precinct 1,Local School District Board Member Harbor Springs Public Schools,,,Audrey Lustgarten,143,121,0,22
Emmet,Readmond Township Precinct 1,Local School District Board Member Harbor Springs Public Schools,,,Write-ins,0,0,0,0
Emmet,Readmond Township Precinct 1,Local School District Board Member Harbor Springs Public Schools,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,Local School District Board Member Harbor Springs Public Schools,,,Undervotes,784,658,0,126
Emmet,Readmond Township Precinct 1,ROAD MILLAGE PROPOSAL Readmond Township,,,Yes,302,258,0,44
Emmet,Readmond Township Precinct 1,ROAD MILLAGE PROPOSAL Readmond Township,,,No,130,109,0,21
Emmet,Readmond Township Precinct 1,ROAD MILLAGE PROPOSAL Readmond Township,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,ROAD MILLAGE PROPOSAL Readmond Township,,,Undervotes,36,31,0,5
Emmet,Readmond Township Precinct 1,OPERATING MILLAGE RENEWAL PROPOSAL Harbor Springs Public Schools,,,Yes,190,154,0,36
Emmet,Readmond Township Precinct 1,OPERATING MILLAGE RENEWAL PROPOSAL Harbor Springs Public Schools,,,No,165,143,0,22
Emmet,Readmond Township Precinct 1,OPERATING MILLAGE RENEWAL PROPOSAL Harbor Springs Public Schools,,,Overvotes,0,0,0,0
Emmet,Readmond Township Precinct 1,OPERATING MILLAGE RENEWAL PROPOSAL Harbor Springs Public Schools,,,Undervotes,34,29,0,5
Emmet,Readmond Township Precinct 1,SINKING FUND MILLAGE RENEWAL PROPOSAL Harbor Springs Public Schools,,,Yes,170,135,0,35
Emmet,Readmond Township Precinct 1,SINKING FUND MILLAGE RENEWAL PROPOSAL Harbor Springs Public Schools,,,No,180,157,0,23
Emmet,Readmond Township Precinct 1,SINKING FUND MILLAGE RENEWAL PROPOSAL Harbor Springs Public Schools,,,Overvotes,1,1,0,0
Emmet,Readmond Township Precinct 1,SINKING FUND MILLAGE RENEWAL PROPOSAL Harbor Springs Public Schools,,,Undervotes,38,33,0,5
Emmet,Resort Township Precinct 1,Registered Voters,,,,2636,,,
Emmet,Resort Township Precinct 1,Ballots Cast,,,,2034,1693,0,341
Emmet,Resort Township Precinct 1,Ballots Cast - Blank,,,,0,0,0,0
Emmet,Resort Township Precinct 1,Straight Party Ticket,,DEM,Democrat,377,326,0,51
Emmet,Resort Township Precinct 1,Straight Party Ticket,,REP,Republican,685,535,0,150
Emmet,Resort Township Precinct 1,Straight Party Ticket,,LIB,Libertarian,3,3,0,0
Emmet,Resort Township Precinct 1,Straight Party Ticket,,UST,U.S. Taxpayers,1,1,0,0
Emmet,Resort Township Precinct 1,Straight Party Ticket,,GRN,Green,1,1,0,0
Emmet,Resort Township Precinct 1,Straight Party Ticket,,WCP,Working Class,2,2,0,0
Emmet,Resort Township Precinct 1,Straight Party Ticket,,NLP,Natural Law,0,0,0,0
Emmet,Resort Township Precinct 1,Straight Party Ticket,,,Overvotes,1,1,0,0
Emmet,Resort Township Precinct 1,Straight Party Ticket,,,Undervotes,962,822,0,140
Emmet,Resort Township Precinct 1,President,,DEM,Kamala D. Harris,863,753,0,110
Emmet,Resort Township Precinct 1,President,,REP,Donald J. Trump,1118,893,0,225
Emmet,Resort Township Precinct 1,President,,LIB,Chase Oliver,11,9,0,2
Emmet,Resort Township Precinct 1,President,,UST,Randall Terry,2,2,0,0
Emmet,Resort Township Precinct 1,President,,GRN,Jill Stein,6,5,0,1
Emmet,Resort Township Precinct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",9,9,0,0
Emmet,Resort Township Precinct 1,President,,NPA,NPA Joseph Kishore,4,3,0,1
Emmet,Resort Township Precinct 1,President,,NPA,NPA Cornel West,2,1,0,1
Emmet,Resort Township Precinct 1,President,,,Write-ins,7,7,0,0
Emmet,Resort Township Precinct 1,President,,,Write-In: Peter Sonski,0,0,0,0
Emmet,Resort Township Precinct 1,President,,,Overvotes,2,2,0,0
Emmet,Resort Township Precinct 1,President,,,Undervotes,10,9,0,1
Emmet,Resort Township Precinct 1,U.S. Senate,,DEM,Elissa Slotkin,843,738,0,105
Emmet,Resort Township Precinct 1,U.S. Senate,,REP,Mike Rogers,1124,892,0,232
Emmet,Resort Township Precinct 1,U.S. Senate,,LIB,Joseph Solis-Mullen,17,17,0,0
Emmet,Resort Township Precinct 1,U.S. Senate,,UST,Dave Stein,17,17,0,0
Emmet,Resort Township Precinct 1,U.S. Senate,,GRN,Douglas P. Marsh,6,5,0,1
Emmet,Resort Township Precinct 1,U.S. Senate,,NLP,Doug Dern,2,2,0,0
Emmet,Resort Township Precinct 1,U.S. Senate,,,Write-ins,0,0,0,0
Emmet,Resort Township Precinct 1,U.S. Senate,,,Overvotes,1,1,0,0
Emmet,Resort Township Precinct 1,U.S. Senate,,,Undervotes,24,21,0,3
Emmet,Resort Township Precinct 1,U.S. House,,DEM,Callie Barr,808,703,0,105
Emmet,Resort Township Precinct 1,U.S. House,,REP,Jack Bergman,1154,923,0,231
Emmet,Resort Township Precinct 1,U.S. House,,LIB,Andrew Gale,17,15,0,2
Emmet,Resort Township Precinct 1,U.S. House,,WCP,Liz Hakola,12,12,0,0
Emmet,Resort Township Precinct 1,U.S. House,,,Write-ins,0,0,0,0
Emmet,Resort Township Precinct 1,U.S. House,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,U.S. House,,,Undervotes,43,40,0,3
Emmet,Resort Township Precinct 1,State House,,DEM,Jodi Decker,759,661,0,98
Emmet,Resort Township Precinct 1,State House,,REP,Parker Fairbairn,1236,997,0,239
Emmet,Resort Township Precinct 1,State House,,,Write-ins,3,3,0,0
Emmet,Resort Township Precinct 1,State House,,,Overvotes,1,1,0,0
Emmet,Resort Township Precinct 1,State House,,,Undervotes,35,31,0,4
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,DEM,Theodore Jones,708,612,0,96
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,DEM,Adam Frederick Zemke,672,580,0,92
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,REP,Tom McMillin,1098,875,0,223
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,REP,Nikki Snyder,1100,880,0,220
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,LIB,Scotty Boman,61,54,0,7
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,UST,Ted Gerrard,22,21,0,1
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,UST,Christine C. Schwartz,29,28,0,1
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,WCP,Mary Anne Hering,52,48,0,4
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,,Write-ins,6,6,0,0
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,,Overvotes,4,4,0,0
Emmet,Resort Township Precinct 1,Member of the State Board of Education State,,,Undervotes,316,278,0,38
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,DEM,Shauna Ryder Diggs,689,592,0,97
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,DEM,Denise Ilitch,706,612,0,94
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,REP,Carl Meyers,1122,898,0,224
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,REP,Sevag Vartanian,1021,809,0,212
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,LIB,Andrew Chadderdon,50,46,0,4
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,UST,Donna M. Oetman,48,46,0,2
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,,Write-ins,7,7,0,0
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,,Write-In: Huwaida Arraf,0,0,0,0
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Regent of the University of Michigan State,,,Undervotes,425,376,0,49
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,DEM,Rebecca Bahar-Cook,694,600,0,94
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,DEM,Thomas Stallworth III,634,547,0,87
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,REP,Mike Balow,1090,872,0,218
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,REP,Julie Maday,1081,868,0,213
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,LIB,Grant T. Baker,48,45,0,3
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,UST,Janet M. Sanger,29,26,0,3
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,UST,John Paul Sanger,17,15,0,2
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,GRN,John Anthony La Pietra,22,18,0,4
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,,Write-ins,9,9,0,0
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,,Overvotes,4,4,0,0
Emmet,Resort Township Precinct 1,Trustee of Michigan State University State,,,Undervotes,440,382,0,58
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,DEM,Rasha Demashkieh,642,549,0,93
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,DEM,Mark T. Gaffney,652,564,0,88
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,REP,Michael Busuito,1087,867,0,220
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,REP,Sunny Reddy,1055,844,0,211
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,LIB,Farid Ishac,31,27,0,4
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,UST,William Mohr II,21,20,0,1
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,GRN,Sami Makhoul,14,11,0,3
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,WCP,Suzanne Roehrig,35,31,0,4
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,NLP,Kathleen Oakford,19,19,0,0
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,,Write-ins,11,11,0,0
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Governor of Wayne State University State,,,Undervotes,501,443,0,58
Emmet,Resort Township Precinct 1,Prosecuting Attorney Emmet County,,REP,Michael H. Schuitema,1435,1165,0,270
Emmet,Resort Township Precinct 1,Prosecuting Attorney Emmet County,,,Write-ins,17,15,0,2
Emmet,Resort Township Precinct 1,Prosecuting Attorney Emmet County,,,Overvotes,2,2,0,0
Emmet,Resort Township Precinct 1,Prosecuting Attorney Emmet County,,,Undervotes,580,511,0,69
Emmet,Resort Township Precinct 1,Sheriff Emmet County,,REP,Matt Leirstein,1459,1184,0,275
Emmet,Resort Township Precinct 1,Sheriff Emmet County,,,Write-ins,28,25,0,3
Emmet,Resort Township Precinct 1,Sheriff Emmet County,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Sheriff Emmet County,,,Undervotes,547,484,0,63
Emmet,Resort Township Precinct 1,Clerk Emmet County,,DEM,Elizabeth Lohman,630,544,0,86
Emmet,Resort Township Precinct 1,Clerk Emmet County,,REP,Suzanne R. Kanine,1317,1070,0,247
Emmet,Resort Township Precinct 1,Clerk Emmet County,,,Write-ins,2,2,0,0
Emmet,Resort Township Precinct 1,Clerk Emmet County,,,Overvotes,2,2,0,0
Emmet,Resort Township Precinct 1,Clerk Emmet County,,,Undervotes,83,75,0,8
Emmet,Resort Township Precinct 1,Treasurer Emmet County,,REP,Mary Mitchell,1440,1170,0,270
Emmet,Resort Township Precinct 1,Treasurer Emmet County,,,Write-ins,15,13,0,2
Emmet,Resort Township Precinct 1,Treasurer Emmet County,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Treasurer Emmet County,,,Undervotes,579,510,0,69
Emmet,Resort Township Precinct 1,Register of Deeds Emmet County,,REP,Karen Cosens,1459,1184,0,275
Emmet,Resort Township Precinct 1,Register of Deeds Emmet County,,,Write-ins,15,13,0,2
Emmet,Resort Township Precinct 1,Register of Deeds Emmet County,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Register of Deeds Emmet County,,,Undervotes,560,496,0,64
Emmet,Resort Township Precinct 1,Drain Commissioner Emmet County,,REP,Arden J. Bawkey,1440,1168,0,272
