county,precinct,office,district,candidate,party,election_day,early_voting,votes
Gratiot,"Seville Township, Precinct 1",Seville Township Supervisor,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Seville Township Supervisor,,Under Vote Count,,196,25,221
Gratiot,"Seville Township, Precinct 1",Seville Township Clerk,,Ballots Cast,,1098,172,1270
Gratiot,"Seville Township, Precinct 1",Seville Township Clerk,,Ann Moomey,Democrat,585,59,644
Gratiot,"Seville Township, Precinct 1",Seville Township Clerk,,Write-in,,47,10,57
Gratiot,"Seville Township, Precinct 1",Seville Township Clerk,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Seville Township Clerk,,Under Vote Count,,466,103,569
Gratiot,"Seville Township, Precinct 1",Seville Township Treasurer,,Ballots Cast,,1098,172,1270
Gratiot,"Seville Township, Precinct 1",Seville Township Treasurer,,Ashlee Gibson Smith,Republican,843,142,985
Gratiot,"Seville Township, Precinct 1",Seville Township Treasurer,,Write-in,,21,0,21
Gratiot,"Seville Township, Precinct 1",Seville Township Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Seville Township Treasurer,,Under Vote Count,,233,30,263
Gratiot,"Seville Township, Precinct 1",Seville Township Trustee,,Ballots Cast,,1098,172,1270
Gratiot,"Seville Township, Precinct 1",Seville Township Trustee,,Doug Brecht,Republican,778,126,904
Gratiot,"Seville Township, Precinct 1",Seville Township Trustee,,Michale Miller,Republican,736,124,860
Gratiot,"Seville Township, Precinct 1",Seville Township Trustee,,Write-in,,75,16,91
Gratiot,"Seville Township, Precinct 1",Seville Township Trustee,,Joshua Lee Grover,,57,16,73
Gratiot,"Seville Township, Precinct 1",Seville Township Trustee,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Seville Township Trustee,,Under Vote Count,,605,78,683
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court,,Ballots Cast,,1098,172,1270
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court,,Andrew Fink,,292,73,365
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,453,44,497
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court,,Write-in,,11,2,13
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court,,Over Vote Count,,1,0,1
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court,,Under Vote Count,,340,53,393
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court Partial Term,,Ballots Cast,,1098,172,1270
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,352,35,387
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,380,82,462
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court Partial Term,,Write-in,,12,2,14
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court Partial Term,,Over Vote Count,,1,0,1
Gratiot,"Seville Township, Precinct 1",Justice of Supreme Court Partial Term,,Under Vote Count,,352,53,405
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,1098,172,1270
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,623,89,712
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Write-in,,19,2,21
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,455,81,536
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,1098,172,1270
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,611,87,698
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,18,2,20
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,468,83,551
Gratiot,"Seville Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,1098,172,1270
Gratiot,"Seville Township, Precinct 1",Judge of Probate Court,,Kristin Bakker,,666,94,760
Gratiot,"Seville Township, Precinct 1",Judge of Probate Court,,Write-in,,12,2,14
Gratiot,"Seville Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,419,76,495
Gratiot,"Seville Township, Precinct 1",Community College Board of Trustee,,Ballots Cast,,6,1,7
Gratiot,"Seville Township, Precinct 1",Community College Board of Trustee,,Carol Deuling-Ravell,,0,0,0
Gratiot,"Seville Township, Precinct 1",Community College Board of Trustee,,Kurt D. Peterson,,0,0,0
Gratiot,"Seville Township, Precinct 1",Community College Board of Trustee,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Community College Board of Trustee,,Under Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Seville Township Library Board Member,,Ballots Cast,,1098,172,1270
Gratiot,"Seville Township, Precinct 1",Seville Township Library Board Member,,Randall Bard,,438,64,502
Gratiot,"Seville Township, Precinct 1",Seville Township Library Board Member,,Allison M. Dunlap,,430,62,492
Gratiot,"Seville Township, Precinct 1",Seville Township Library Board Member,,Becky Fleury,,397,58,455
Gratiot,"Seville Township, Precinct 1",Seville Township Library Board Member,,Renee R. Shaver,,405,61,466
Gratiot,"Seville Township, Precinct 1",Seville Township Library Board Member,,Judy M. Zimmerman,,422,62,484
Gratiot,"Seville Township, Precinct 1",Seville Township Library Board Member,,Write-in,,18,7,25
Gratiot,"Seville Township, Precinct 1",Seville Township Library Board Member,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Seville Township Library Board Member,,Under Vote Count,,4472,718,5190
Gratiot,"Seville Township, Precinct 1",Alma Public School Board Member,,Ballots Cast,,1074,171,1245
Gratiot,"Seville Township, Precinct 1",Alma Public School Board Member,,Susan A. Higgins,,320,42,362
Gratiot,"Seville Township, Precinct 1",Alma Public School Board Member,,Arthur Wesley McClintic,,444,72,516
Gratiot,"Seville Township, Precinct 1",Alma Public School Board Member,,Kendra Overla,,430,64,494
Gratiot,"Seville Township, Precinct 1",Alma Public School Board Member,,Write-in,,31,6,37
Gratiot,"Seville Township, Precinct 1",Alma Public School Board Member,,Christie Freestone,,26,4,30
Gratiot,"Seville Township, Precinct 1",Alma Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Alma Public School Board Member,,Under Vote Count,,923,158,1081
Gratiot,"Seville Township, Precinct 1",Shepherd Public School Board Member,,Ballots Cast,,20,1,21
Gratiot,"Seville Township, Precinct 1",Shepherd Public School Board Member,,Rick D. Judge,,0,0,0
Gratiot,"Seville Township, Precinct 1",Shepherd Public School Board Member,,Lindsey Read-Smith,,0,0,0
Gratiot,"Seville Township, Precinct 1",Shepherd Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Shepherd Public School Board Member,,Under Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Vestaburg Community School Board Member,,Ballots Cast,,4,0,4
Gratiot,"Seville Township, Precinct 1",Vestaburg Community School Board Member,,Lynn Van Sickler,,0,0,0
Gratiot,"Seville Township, Precinct 1",Vestaburg Community School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Seville Township, Precinct 1",Vestaburg Community School Board Member,,Under Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",President,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",President,,Kamala D. Harris,Democrat,254,23,277
Gratiot,"Sumner Township, Precinct 1",President,,Donald J. Trump,Republican,611,96,707
Gratiot,"Sumner Township, Precinct 1",President,,Chase Oliver,Libertarian,3,0,3
Gratiot,"Sumner Township, Precinct 1",President,,Jill Stein,Green,2,1,3
Gratiot,"Sumner Township, Precinct 1",President,,Robert F. Kennedy Jr.,Natural Law,8,3,11
Gratiot,"Sumner Township, Precinct 1",President,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",President,,Under Vote Count,,2,0,2
Gratiot,"Sumner Township, Precinct 1",U.S. Senate,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,259,27,286
Gratiot,"Sumner Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,574,89,663
Gratiot,"Sumner Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,11,2,13
Gratiot,"Sumner Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,4,3,7
Gratiot,"Sumner Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,7,1,8
Gratiot,"Sumner Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",U.S. Senate,,Under Vote Count,,25,1,26
Gratiot,"Sumner Township, Precinct 1",U.S. House,2,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,218,22,240
Gratiot,"Sumner Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,602,92,694
Gratiot,"Sumner Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,11,1,12
Gratiot,"Sumner Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,16,5,21
Gratiot,"Sumner Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",U.S. House,2,Under Vote Count,,33,3,36
Gratiot,"Sumner Township, Precinct 1",State House,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",State House,,Kevin C. Seamon,Democrat,231,24,255
Gratiot,"Sumner Township, Precinct 1",State House,,Tim Kelly,Republican,601,94,695
Gratiot,"Sumner Township, Precinct 1",State House,,Write-in,,1,1,2
Gratiot,"Sumner Township, Precinct 1",State House,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",State House,,Under Vote Count,,47,4,51
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,212,21,233
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,198,17,215
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,535,86,621
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,532,82,614
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,17,1,18
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,16,3,19
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,20,5,25
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,39,8,47
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Write-in,,1,0,1
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,190,23,213
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Denise Ilitch,Democrat,232,19,251
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Shauna Ryder Diggs,Democrat,213,22,235
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Carl Meyers,Republican,555,86,641
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Sevag Vartanian,Republican,470,82,552
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Andrew Chadderdon,Libertarian,23,0,23
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Donna M. Oetman,U.S. Taxpayers,35,5,40
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Write-in,,1,0,1
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Regents of the Unversity of Michigan,,Under Vote Count,,231,32,263
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Rebecca Bahar-Cook,Democrat,225,19,244
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Thomas Stallworth III,Democrat,202,21,223
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Mike Balow,Republican,527,85,612
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Julie Maday,Republican,520,82,602
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Grant T. Baker,Libertarian,15,3,18
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,22,4,26
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,John Paul Sanger,U.S. Taxpayers,18,3,21
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,John Anthony La Pietra,Green,9,2,11
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Write-in,,1,0,1
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Trustees of Michigan State University,,Under Vote Count,,221,27,248
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,199,16,215
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,223,19,242
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,512,81,593
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,494,84,578
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,11,0,11
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,14,4,18
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,6,0,6
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,40,9,49
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,11,3,14
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Write-in,,3,0,3
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,247,30,277
Gratiot,"Sumner Township, Precinct 1",Prosecuting Attorney,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Prosecuting Attorney,,Laura M. Bever,Republican,679,104,783
Gratiot,"Sumner Township, Precinct 1",Prosecuting Attorney,,Write-in,,13,1,14
Gratiot,"Sumner Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,188,18,206
Gratiot,"Sumner Township, Precinct 1",Sheriff,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Sheriff,,Tom Clark,Republican,638,96,734
Gratiot,"Sumner Township, Precinct 1",Sheriff,,John Cary,No Party Affiliation,119,12,131
Gratiot,"Sumner Township, Precinct 1",Sheriff,,Write-in,,2,1,3
Gratiot,"Sumner Township, Precinct 1",Sheriff,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Sheriff,,Under Vote Count,,121,14,135
Gratiot,"Sumner Township, Precinct 1",County Clerk,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",County Clerk,,Angie Thompson,Republican,698,107,805
Gratiot,"Sumner Township, Precinct 1",County Clerk,,Write-in,,9,0,9
Gratiot,"Sumner Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",County Clerk,,Under Vote Count,,173,16,189
Gratiot,"Sumner Township, Precinct 1",County Treasurer,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",County Treasurer,,Terri R. Ball,Republican,671,100,771
Gratiot,"Sumner Township, Precinct 1",County Treasurer,,Write-in,,11,0,11
Gratiot,"Sumner Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",County Treasurer,,Under Vote Count,,198,23,221
Gratiot,"Sumner Township, Precinct 1",Register of Deeds,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Register of Deeds,,Kimberlee M. VanHoose,Republican,668,99,767
Gratiot,"Sumner Township, Precinct 1",Register of Deeds,,Write-in,,6,0,6
Gratiot,"Sumner Township, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Register of Deeds,,Under Vote Count,,206,24,230
Gratiot,"Sumner Township, Precinct 1",Road Commissioner,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Road Commissioner,,John H. Wilson,Republican,659,100,759
Gratiot,"Sumner Township, Precinct 1",Road Commissioner,,Write-in,,13,0,13
Gratiot,"Sumner Township, Precinct 1",Road Commissioner,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Road Commissioner,,Under Vote Count,,208,23,231
Gratiot,"Sumner Township, Precinct 1",Drain Commissioner,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Drain Commissioner,,Bernard James Barnes,Republican,666,98,764
Gratiot,"Sumner Township, Precinct 1",Drain Commissioner,,Write-in,,14,1,15
Gratiot,"Sumner Township, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Drain Commissioner,,Under Vote Count,,200,24,224
Gratiot,"Sumner Township, Precinct 1",County Commissioner 3rd District,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",County Commissioner 3rd District,,Timothy Gay,Republican,653,99,752
Gratiot,"Sumner Township, Precinct 1",County Commissioner 3rd District,,Write-in,,8,0,8
Gratiot,"Sumner Township, Precinct 1",County Commissioner 3rd District,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",County Commissioner 3rd District,,Under Vote Count,,219,24,243
Gratiot,"Sumner Township, Precinct 1",Sumner Township Supervisor,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Sumner Township Supervisor,,Ronald Hunt Jr.,Republican,670,99,769
Gratiot,"Sumner Township, Precinct 1",Sumner Township Supervisor,,Write-in,,10,0,10
Gratiot,"Sumner Township, Precinct 1",Sumner Township Supervisor,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Sumner Township Supervisor,,Under Vote Count,,200,24,224
Gratiot,"Sumner Township, Precinct 1",Sumner Township Clerk,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Sumner Township Clerk,,Carlene McGill,Republican,687,101,788
Gratiot,"Sumner Township, Precinct 1",Sumner Township Clerk,,Write-in,,8,0,8
Gratiot,"Sumner Township, Precinct 1",Sumner Township Clerk,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Sumner Township Clerk,,Under Vote Count,,185,22,207
Gratiot,"Sumner Township, Precinct 1",Sumner Township Treasurer,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Sumner Township Treasurer,,Angela Martin,Republican,687,99,786
Gratiot,"Sumner Township, Precinct 1",Sumner Township Treasurer,,Write-in,,8,0,8
Gratiot,"Sumner Township, Precinct 1",Sumner Township Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Sumner Township Treasurer,,Under Vote Count,,185,24,209
Gratiot,"Sumner Township, Precinct 1",Sumner Township Trustee,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Sumner Township Trustee,,Scott T. Beagle,Republican,622,95,717
Gratiot,"Sumner Township, Precinct 1",Sumner Township Trustee,,Aaron L. VanHorn Jr.,Republican,607,93,700
Gratiot,"Sumner Township, Precinct 1",Sumner Township Trustee,,Write-in,,10,0,10
Gratiot,"Sumner Township, Precinct 1",Sumner Township Trustee,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Sumner Township Trustee,,Under Vote Count,,521,58,579
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court,,Andrew Fink,,286,39,325
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,328,41,369
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court,,Write-in,,9,2,11
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court,,Over Vote Count,,2,0,2
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court,,Under Vote Count,,255,41,296
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court Partial Term,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,322,37,359
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,287,43,330
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court Partial Term,,Write-in,,10,3,13
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Justice of Supreme Court Partial Term,,Under Vote Count,,261,40,301
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,508,67,575
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Write-in,,16,4,20
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,356,52,408
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,498,67,565
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,17,3,20
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,365,53,418
Gratiot,"Sumner Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,880,123,1003
Gratiot,"Sumner Township, Precinct 1",Judge of Probate Court,,Kristin Bakker,,537,74,611
Gratiot,"Sumner Township, Precinct 1",Judge of Probate Court,,Write-in,,15,2,17
Gratiot,"Sumner Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,328,47,375
Gratiot,"Sumner Township, Precinct 1",Community College Board of Trustee,,Ballots Cast,,2,0,2
Gratiot,"Sumner Township, Precinct 1",Community College Board of Trustee,,Carol Deuling-Ravell,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Community College Board of Trustee,,Kurt D. Peterson,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Community College Board of Trustee,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Community College Board of Trustee,,Under Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Alma Public School Board Member,,Ballots Cast,,606,97,703
Gratiot,"Sumner Township, Precinct 1",Alma Public School Board Member,,Susan A. Higgins,,184,27,211
Gratiot,"Sumner Township, Precinct 1",Alma Public School Board Member,,Arthur Wesley McClintic,,280,43,323
Gratiot,"Sumner Township, Precinct 1",Alma Public School Board Member,,Kendra Overla,,234,30,264
Gratiot,"Sumner Township, Precinct 1",Alma Public School Board Member,,Write-in,,25,5,30
Gratiot,"Sumner Township, Precinct 1",Alma Public School Board Member,,Christie Freestone,,16,3,19
Gratiot,"Sumner Township, Precinct 1",Alma Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Alma Public School Board Member,,Under Vote Count,,489,89,578
Gratiot,"Sumner Township, Precinct 1",Ithaca Public School Board Member,,Ballots Cast,,274,26,300
Gratiot,"Sumner Township, Precinct 1",Ithaca Public School Board Member,,Justin Seaman,,165,14,179
Gratiot,"Sumner Township, Precinct 1",Ithaca Public School Board Member,,Write-in,,20,2,22
Gratiot,"Sumner Township, Precinct 1",Ithaca Public School Board Member,,Corey Garbow-Gaylord Fowler,,10,0,10
Gratiot,"Sumner Township, Precinct 1",Ithaca Public School Board Member,,Richard Jolliff,,5,0,5
Gratiot,"Sumner Township, Precinct 1",Ithaca Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Sumner Township, Precinct 1",Ithaca Public School Board Member,,Under Vote Count,,363,36,399
Gratiot,"Washington Township, Precinct 1",President,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",President,,Kamala D. Harris,Democrat,115,12,127
Gratiot,"Washington Township, Precinct 1",President,,Donald J. Trump,Republican,289,55,344
Gratiot,"Washington Township, Precinct 1",President,,Jill Stein,Green,4,0,4
Gratiot,"Washington Township, Precinct 1",President,,Robert F. Kennedy Jr.,Natural Law,2,0,2
Gratiot,"Washington Township, Precinct 1",President,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",President,,Under Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,1,1
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,119,14,133
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,277,52,329
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,4,0,4
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,1,0,1
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,2,0,2
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Write-in,,1,0,1
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Under Vote Count,,6,1,7
Gratiot,"Washington Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,0,1,1
Gratiot,"Washington Township, Precinct 1",U.S. House,2,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,99,7,106
