id,county,precinct,office,district,candidate,party,election_day,absentee,votes
17013,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Overvotes,,1,1,2
17014,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Rejected write-in votes,,3,0,3
17015,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Unresolved write-in votes,,0,0,0
17017,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit Incumbent Position,,Kent D. Engle,,335,267,602
17018,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit Incumbent Position,,Karen Jongekrijg Miedema,,294,264,558
17019,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit Incumbent Position,,Cast Votes,,629,531,1160
17020,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit Incumbent Position,,Undervotes,,777,628,1405
17021,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit Incumbent Position,,Overvotes,,0,0,0
17022,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit Incumbent Position,,Rejected write-in votes,,2,1,3
17023,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit Incumbent Position,,Unresolved write-in votes,,0,0,0
17026,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit New Judgeship,,Paul Kraus,,312,231,543
17027,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit New Judgeship,,Mercedes Watts,,138,181,319
17028,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit New Judgeship,,Cast Votes,,450,412,862
17029,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit New Judgeship,,Undervotes,,251,167,418
17030,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit New Judgeship,,Overvotes,,1,0,1
17031,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit New Judgeship,,Rejected write-in votes,,2,1,3
17032,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of Circuit Court 20th Circuit New Judgeship,,Unresolved write-in votes,,0,0,0
17034,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of District Court 58th District Incumbent Position,,Judy K. Mulder,,377,294,671
17035,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of District Court 58th District Incumbent Position,,Cast Votes,,377,294,671
17036,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of District Court 58th District Incumbent Position,,Undervotes,,323,283,606
17037,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of District Court 58th District Incumbent Position,,Overvotes,,0,0,0
17038,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of District Court 58th District Incumbent Position,,Rejected write-in votes,,4,3,7
17039,Ottawa,"Grand Haven Charter Township, Precinct 1",Judge of District Court 58th District Incumbent Position,,Unresolved write-in votes,,0,0,0
17041,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Tracey Nauta,,127,121,248
17042,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Nichol Stack,,173,246,419
17043,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Carl Treutler,,144,223,367
17044,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Tommy Van Hill,,303,148,451
17045,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Roger Williams,,281,152,433
17046,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Cast Votes,,1028,890,1918
17047,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Undervotes,,373,263,636
17048,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Overvotes,,2,3,5
17049,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Rejected write-in votes,,3,1,4
17050,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools 6 Year Term,,Unresolved write-in votes,,0,0,0
17054,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Marc Eickholt,,201,276,477
17055,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Thomas Hoekstra II,,335,174,509
17056,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Cast Votes,,536,450,986
17057,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Undervotes,,163,129,292
17058,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Overvotes,,1,1,2
17059,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Rejected write-in votes,,4,0,4
17060,Ottawa,"Grand Haven Charter Township, Precinct 1",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Unresolved write-in votes,,0,0,0
17062,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-1,,Yes,,370,408,778
17063,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-1,,No,,314,140,454
17064,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-1,,Cast Votes,,684,548,1232
17065,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-1,,Undervotes,,19,32,51
17066,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-1,,Overvotes,,1,0,1
17067,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-1,,Rejected write-in votes,,0,0,0
17068,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-1,,Unresolved write-in votes,,0,0,0
17070,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-2,,Yes,,295,370,665
17071,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-2,,No,,393,189,582
17072,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-2,,Cast Votes,,688,559,1247
17073,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-2,,Undervotes,,15,21,36
17074,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-2,,Overvotes,,1,0,1
17075,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-2,,Rejected write-in votes,,0,0,0
17076,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-2,,Unresolved write-in votes,,0,0,0
17079,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-3,,Yes,,264,335,599
17080,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-3,,No,,434,236,670
17081,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-3,,Cast Votes,,698,571,1269
17082,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-3,,Undervotes,,6,9,15
17083,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-3,,Overvotes,,0,0,0
17084,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-3,,Rejected write-in votes,,0,0,0
17085,Ottawa,"Grand Haven Charter Township, Precinct 1",Proposal 22-3,,Unresolved write-in votes,,0,0,0
17087,Ottawa,"Grand Haven Charter Township, Precinct 1",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Yes,,277,243,520
17088,Ottawa,"Grand Haven Charter Township, Precinct 1",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,No,,383,309,692
17089,Ottawa,"Grand Haven Charter Township, Precinct 1",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Cast Votes,,660,552,1212
17090,Ottawa,"Grand Haven Charter Township, Precinct 1",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Undervotes,,44,28,72
17091,Ottawa,"Grand Haven Charter Township, Precinct 1",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Overvotes,,0,0,0
17092,Ottawa,"Grand Haven Charter Township, Precinct 1",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Rejected write-in votes,,0,0,0
17093,Ottawa,"Grand Haven Charter Township, Precinct 1",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Unresolved write-in votes,,0,0,0
17096,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Democratic Party,DEM,162,146,308
17097,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Republican Party,REP,203,109,312
17098,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Libertarian Party,LIB,5,1,6
17099,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,3,0,3
17100,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Working Class Party,WC,4,0,4
17101,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Green Party,GRE,0,1,1
17102,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Natural Law Party,NAL,0,0,0
17103,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Cast Votes,,377,257,634
17104,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Undervotes,,260,170,430
17105,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Overvotes,,0,0,0
17106,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Rejected write-in votes,,0,0,0
17107,Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Unresolved write-in votes,,0,0,0
17110,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,292,252,544
17111,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Tudor M. Dixon Shane Hernandez,REP,321,164,485
17112,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Mary Buzuma Brian Ellison,LIB,12,4,16
17113,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Donna Brandenburg Mellissa Carone,UST,6,2,8
17114,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Kevin Hogan Destiny Clayton,GRE,5,1,6
17115,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
17116,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Bob Scott (W),,0,0,0
17117,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
17118,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Ervin Joseph Lamie (W),,0,0,0
17119,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
17120,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Evan S. Space (W),,0,0,0
17121,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Joseph Irving (W),,0,0,0
17122,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Joseph Michael Hunt (W),,0,0,0
17123,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Joyce Priscilla Gipson (W),,0,0,0
17124,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Justin Paul Blackburn (W),,0,0,0
17125,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Michael David Kelley (W),,0,0,0
17126,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Michael Ray Deck (W),,0,0,0
17127,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Cast Votes,,636,423,1059
17128,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Undervotes,,0,2,2
17129,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Overvotes,,1,0,1
17130,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Rejected write-in votes,,0,2,2
17131,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Unresolved write-in votes,,0,0,0
17134,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,287,262,549
17135,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,309,154,463
17136,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,12,3,15
17137,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,11,1,12
17138,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Larry James Hutchinson Jr.,GRE,6,1,7
17139,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Cast Votes,,625,421,1046
17140,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Undervotes,,11,6,17
17141,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Overvotes,,0,0,0
17142,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Rejected write-in votes,,1,0,1
17143,Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Unresolved write-in votes,,0,0,0
17145,Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Dana Nessel,DEM,272,249,521
17146,Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Matthew DePerno,REP,314,161,475
17147,Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Joseph W. McHugh Jr.,LIB,25,5,30
17148,Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Gerald T. Van Sickle,UST,9,3,12
17149,Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Cast Votes,,620,418,1038
17150,Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Undervotes,,15,9,24
17151,Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Overvotes,,1,0,1
17152,Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Rejected write-in votes,,1,0,1
17153,Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Unresolved write-in votes,,0,0,0
17155,Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Hillary Scholten,DEM,266,238,504
17156,Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,John Gibbs,REP,309,160,469
17157,Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Jamie Lewis,LIB,23,7,30
17158,Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Louis Palus,WC,30,10,40
17159,Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Cast Votes,,628,415,1043
17160,Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Undervotes,,7,11,18
17161,Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Overvotes,,0,0,0
17162,Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Rejected write-in votes,,2,1,3
17163,Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Unresolved write-in votes,,0,0,0
17166,Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Kim S. Nagy,DEM,246,223,469
17167,Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Roger Victory,REP,336,190,526
17168,Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Jessica L. Fox,LIB,32,7,39
17169,Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Cast Votes,,614,420,1034
17170,Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Undervotes,,21,7,28
17171,Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Overvotes,,0,0,0
17172,Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Rejected write-in votes,,2,0,2
17173,Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Unresolved write-in votes,,0,0,0
17175,Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Christine Baker,DEM,252,225,477
17176,Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Greg VanWoerkom,REP,330,187,517
17177,Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Marv Bolthouse,LIB,29,7,36
17178,Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Cast Votes,,611,419,1030
17179,Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Undervotes,,24,8,32
17180,Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Overvotes,,0,0,0
17181,Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Rejected write-in votes,,2,0,2
17182,Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Unresolved write-in votes,,0,0,0
17185,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Pamela Pugh,DEM,241,219,460
17186,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Mitchell Robinson,DEM,227,213,440
17187,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Tamara D. Carlone,REP,303,172,475
17188,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Linda Lee Tarver,REP,296,169,465
17189,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Donna Gundle-Krieg,LIB,19,6,25
17190,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Bill Hall,LIB,23,6,29
17191,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Ethan Hobson,UST,13,5,18
17192,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Mary Anne Hering,WC,35,10,45
17193,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Cast Votes,,1157,800,1957
17194,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Undervotes,,106,53,159
17195,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Overvotes,,4,0,4
17196,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Rejected write-in votes,,3,1,4
17197,Ottawa,"Grand Haven Charter Township, Precinct 2",Member of the State Board of Education,,Unresolved write-in votes,,0,0,0
17199,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Mike Behm,DEM,223,212,435
17200,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Kathy White,DEM,230,211,441
17201,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Lena Epstein,REP,316,172,488
17202,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Sevag Vartanian,REP,286,161,447
17203,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Eric Larson,LIB,33,8,41
17204,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Joe Sanger,UST,17,5,22
17205,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Sherry A. Wells,GRE,19,3,22
17206,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Kathleen Oakford,NAL,11,3,14
17207,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Cast Votes,,1135,775,1910
17208,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Undervotes,,135,77,212
17209,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Overvotes,,0,0,0
17210,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Rejected write-in votes,,4,2,6
17211,Ottawa,"Grand Haven Charter Township, Precinct 2",Regent of the University of Michigan,,Unresolved write-in votes,,0,0,0
17214,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Dennis Denno,DEM,219,203,422
17215,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Renee Knake Jefferson,DEM,226,205,431
17216,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Mike Balow,REP,316,173,489
17217,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Travis Menge,REP,300,162,462
17218,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Claranna Gelineau,LIB,26,7,33
17219,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Max Riekse,LIB,22,6,28
17220,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Robin Lea Laurain,GRE,27,3,30
17221,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Cast Votes,,1136,759,1895
17222,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Undervotes,,134,95,229
17223,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Overvotes,,0,0,0
17224,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Rejected write-in votes,,4,0,4
17225,Ottawa,"Grand Haven Charter Township, Precinct 2",Trustee of Michigan State University,,Unresolved write-in votes,,0,0,0
17227,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Danielle Atkinson,DEM,222,194,416
17228,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Marilyn Kelly,DEM,224,210,434
17229,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Christa Murphy,REP,308,169,477
17230,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Craig Wilsher,REP,294,161,455
17231,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Bruce Jaquays,LIB,30,8,38
17232,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Marc Joseph Sosnowski,UST,15,6,21
17233,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Susan Odgers,GRE,22,2,24
17234,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Paul Joseph Foust (W),,0,0,0
17235,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Cast Votes,,1115,750,1865
17236,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Undervotes,,155,103,258
17237,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Overvotes,,0,0,0
17238,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Rejected write-in votes,,4,1,5
17239,Ottawa,"Grand Haven Charter Township, Precinct 2",Governor of Wayne State University,,Unresolved write-in votes,,0,0,0
17242,Ottawa,"Grand Haven Charter Township, Precinct 2",County Commissioner,9,Roger Belknap,REP,442,220,662
17243,Ottawa,"Grand Haven Charter Township, Precinct 2",County Commissioner,9,Cast Votes,,442,220,662
17244,Ottawa,"Grand Haven Charter Township, Precinct 2",County Commissioner,9,Undervotes,,172,199,371
17245,Ottawa,"Grand Haven Charter Township, Precinct 2",County Commissioner,9,Overvotes,,1,0,1
17246,Ottawa,"Grand Haven Charter Township, Precinct 2",County Commissioner,9,Rejected write-in votes,,22,8,30
17247,Ottawa,"Grand Haven Charter Township, Precinct 2",County Commissioner,9,Unresolved write-in votes,,0,0,0
17249,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Richard Bernstein,,272,213,485
17250,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Kyra Harris Bolden,,147,129,276
17251,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Paul Hudson,,111,81,192
17252,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Kerry Lee Morgan,,100,55,155
17253,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Brian Zahra,,232,170,402
17254,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Cast Votes,,862,648,1510
17255,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Undervotes,,406,206,612
17256,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Overvotes,,0,0,0
17257,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Rejected write-in votes,,6,0,6
17258,Ottawa,"Grand Haven Charter Township, Precinct 2",Justice of Supreme Court,,Unresolved write-in votes,,0,0,0
17260,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,James Robert Redford,,406,244,650
17261,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Cast Votes,,406,244,650
17262,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Undervotes,,227,180,407
17263,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Overvotes,,0,0,0
17264,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Rejected write-in votes,,4,3,7
17265,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Unresolved write-in votes,,0,0,0
17269,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Christopher Yates,,399,250,649
17270,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Cast Votes,,399,250,649
17271,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Undervotes,,234,176,410
17272,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Overvotes,,0,0,0
17273,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Rejected write-in votes,,4,1,5
17274,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Unresolved write-in votes,,0,0,0
17276,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Kathleen A. Feeney,,290,219,509
17277,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Raymond P. Voet,,150,89,239
17278,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Cast Votes,,440,308,748
17279,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Undervotes,,190,118,308
17280,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Overvotes,,1,1,2
