county,precinct,office,candidate,district,party,votes
Montcalm,"Sidney Township, Precinct 1",U.S. House,Overvotes,4,,1
Montcalm,"Sidney Township, Precinct 1",State House,Karen Garvey,70,DEM,391
Montcalm,"Sidney Township, Precinct 1",State House,Pat Outman,70,REP,1004
Montcalm,"Sidney Township, Precinct 1",State House,Undervotes,70,,61
Montcalm,"Sidney Township, Precinct 1",State House,Overvotes,70,,1
Montcalm,"Winfield Township, Precinct 1",Registered Voters,,,,1848
Montcalm,"Winfield Township, Precinct 1",Ballots Cast,,,,1323
Montcalm,"Winfield Township, Precinct 1",Straight Party,,,DEM,188
Montcalm,"Winfield Township, Precinct 1",Straight Party,,,REP,676
Montcalm,"Winfield Township, Precinct 1",Straight Party,,,LIB,6
Montcalm,"Winfield Township, Precinct 1",Straight Party,,,UST,1
Montcalm,"Winfield Township, Precinct 1",Straight Party,,,WCP,3
Montcalm,"Winfield Township, Precinct 1",Straight Party,,,GRN,1
Montcalm,"Winfield Township, Precinct 1",Straight Party,,,NLP,0
Montcalm,"Winfield Township, Precinct 1",Straight Party,Undervotes,,,448
Montcalm,"Winfield Township, Precinct 1",Straight Party,Overvotes,,,0
Montcalm,"Winfield Township, Precinct 1",President,Joseph R Biden,,DEM,306
Montcalm,"Winfield Township, Precinct 1",President,Donald J Trump,,REP,991
Montcalm,"Winfield Township, Precinct 1",President,Jo Jorgensen,,LIB,17
Montcalm,"Winfield Township, Precinct 1",President,Don Blankenship,,UST,0
Montcalm,"Winfield Township, Precinct 1",President,Howie Hawkins,,GRN,2
Montcalm,"Winfield Township, Precinct 1",President,Rocky De La Fuente,,NLP,0
Montcalm,"Winfield Township, Precinct 1",President,Brian T Carroll,,W,0
Montcalm,"Winfield Township, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"Winfield Township, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"Winfield Township, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"Winfield Township, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"Winfield Township, Precinct 1",President,Undervotes,,,6
Montcalm,"Winfield Township, Precinct 1",President,Overvotes,,,1
Montcalm,"Winfield Township, Precinct 1",U.S. Senate,Gary Peters,,DEM,314
Montcalm,"Winfield Township, Precinct 1",U.S. Senate,John James,,REP,969
Montcalm,"Winfield Township, Precinct 1",U.S. Senate,Valerie L Willis,,UST,16
Montcalm,"Winfield Township, Precinct 1",U.S. Senate,Marcia Squier,,GRN,6
Montcalm,"Winfield Township, Precinct 1",U.S. Senate,Doug Dern,,NLP,5
Montcalm,"Winfield Township, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"Winfield Township, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"Winfield Township, Precinct 1",U.S. Senate,Undervotes,,,12
Montcalm,"Winfield Township, Precinct 1",U.S. Senate,Overvotes,,,1
Montcalm,"Winfield Township, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"Winfield Township, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"Winfield Township, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"Winfield Township, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"Winfield Township, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"Winfield Township, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"Winfield Township, Precinct 1",U.S. House,Jerry Hillard,4,DEM,282
Montcalm,"Winfield Township, Precinct 1",U.S. House,John Moolenaar,4,REP,969
Montcalm,"Winfield Township, Precinct 1",U.S. House,David Canny,4,LIB,20
Montcalm,"Winfield Township, Precinct 1",U.S. House,Amy Slepr,4,GRN,12
Montcalm,"Winfield Township, Precinct 1",U.S. House,Undervotes,4,,39
Montcalm,"Winfield Township, Precinct 1",U.S. House,Overvotes,4,,1
Montcalm,"Winfield Township, Precinct 1",State House,Karen Garvey,70,DEM,300
Montcalm,"Winfield Township, Precinct 1",State House,Pat Outman,70,REP,981
Montcalm,"Winfield Township, Precinct 1",State House,Undervotes,70,,42
Montcalm,"Winfield Township, Precinct 1",State House,Overvotes,70,,0
Montcalm,"City of Carson City, Precinct 1",Registered Voters,,,,865
Montcalm,"City of Carson City, Precinct 1",Ballots Cast,,,,562
Montcalm,"City of Carson City, Precinct 1",Straight Party,,,DEM,104
Montcalm,"City of Carson City, Precinct 1",Straight Party,,,REP,222
Montcalm,"City of Carson City, Precinct 1",Straight Party,,,LIB,3
Montcalm,"City of Carson City, Precinct 1",Straight Party,,,UST,1
Montcalm,"City of Carson City, Precinct 1",Straight Party,,,WCP,2
Montcalm,"City of Carson City, Precinct 1",Straight Party,,,GRN,0
Montcalm,"City of Carson City, Precinct 1",Straight Party,,,NLP,0
Montcalm,"City of Carson City, Precinct 1",Straight Party,Undervotes,,,230
Montcalm,"City of Carson City, Precinct 1",Straight Party,Overvotes,,,0
Montcalm,"City of Carson City, Precinct 1",President,Joseph R Biden,,DEM,204
Montcalm,"City of Carson City, Precinct 1",President,Donald J Trump,,REP,342
Montcalm,"City of Carson City, Precinct 1",President,Jo Jorgensen,,LIB,12
Montcalm,"City of Carson City, Precinct 1",President,Don Blankenship,,UST,2
Montcalm,"City of Carson City, Precinct 1",President,Howie Hawkins,,GRN,0
Montcalm,"City of Carson City, Precinct 1",President,Rocky De La Fuente,,NLP,0
Montcalm,"City of Carson City, Precinct 1",President,Brian T Carroll,,W,0
Montcalm,"City of Carson City, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"City of Carson City, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"City of Carson City, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"City of Carson City, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"City of Carson City, Precinct 1",President,Undervotes,,,2
Montcalm,"City of Carson City, Precinct 1",President,Overvotes,,,0
Montcalm,"City of Carson City, Precinct 1",U.S. Senate,Gary Peters,,DEM,204
Montcalm,"City of Carson City, Precinct 1",U.S. Senate,John James,,REP,335
Montcalm,"City of Carson City, Precinct 1",U.S. Senate,Valerie L Willis,,UST,9
Montcalm,"City of Carson City, Precinct 1",U.S. Senate,Marcia Squier,,GRN,2
Montcalm,"City of Carson City, Precinct 1",U.S. Senate,Doug Dern,,NLP,1
Montcalm,"City of Carson City, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"City of Carson City, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"City of Carson City, Precinct 1",U.S. Senate,Undervotes,,,11
Montcalm,"City of Carson City, Precinct 1",U.S. Senate,Overvotes,,,0
Montcalm,"City of Carson City, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"City of Carson City, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"City of Carson City, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"City of Carson City, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"City of Carson City, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"City of Carson City, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"City of Carson City, Precinct 1",U.S. House,Jerry Hillard,4,DEM,166
Montcalm,"City of Carson City, Precinct 1",U.S. House,John Moolenaar,4,REP,353
Montcalm,"City of Carson City, Precinct 1",U.S. House,David Canny,4,LIB,10
Montcalm,"City of Carson City, Precinct 1",U.S. House,Amy Slepr,4,GRN,9
Montcalm,"City of Carson City, Precinct 1",U.S. House,Undervotes,4,,24
Montcalm,"City of Carson City, Precinct 1",U.S. House,Overvotes,4,,0
Montcalm,"City of Carson City, Precinct 1",State House,Karen Garvey,70,DEM,183
Montcalm,"City of Carson City, Precinct 1",State House,Pat Outman,70,REP,356
Montcalm,"City of Carson City, Precinct 1",State House,Undervotes,70,,23
Montcalm,"City of Carson City, Precinct 1",State House,Overvotes,70,,0
Montcalm,"City of Greenville, Precinct 1",Registered Voters,,,,1746
Montcalm,"City of Greenville, Precinct 1",Ballots Cast,,,,966
Montcalm,"City of Greenville, Precinct 1",Straight Party,,,DEM,213
Montcalm,"City of Greenville, Precinct 1",Straight Party,,,REP,338
Montcalm,"City of Greenville, Precinct 1",Straight Party,,,LIB,5
Montcalm,"City of Greenville, Precinct 1",Straight Party,,,UST,0
Montcalm,"City of Greenville, Precinct 1",Straight Party,,,WCP,1
Montcalm,"City of Greenville, Precinct 1",Straight Party,,,GRN,2
Montcalm,"City of Greenville, Precinct 1",Straight Party,,,NLP,3
Montcalm,"City of Greenville, Precinct 1",Straight Party,Undervotes,,,402
Montcalm,"City of Greenville, Precinct 1",Straight Party,Overvotes,,,2
Montcalm,"City of Greenville, Precinct 1",President,Joseph R Biden,,DEM,399
Montcalm,"City of Greenville, Precinct 1",President,Donald J Trump,,REP,535
Montcalm,"City of Greenville, Precinct 1",President,Jo Jorgensen,,LIB,24
Montcalm,"City of Greenville, Precinct 1",President,Don Blankenship,,UST,2
Montcalm,"City of Greenville, Precinct 1",President,Howie Hawkins,,GRN,1
Montcalm,"City of Greenville, Precinct 1",President,Rocky De La Fuente,,NLP,1
Montcalm,"City of Greenville, Precinct 1",President,Brian T Carroll,,W,0
Montcalm,"City of Greenville, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"City of Greenville, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"City of Greenville, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"City of Greenville, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"City of Greenville, Precinct 1",President,Undervotes,,,4
Montcalm,"City of Greenville, Precinct 1",President,Overvotes,,,0
Montcalm,"City of Greenville, Precinct 1",U.S. Senate,Gary Peters,,DEM,395
Montcalm,"City of Greenville, Precinct 1",U.S. Senate,John James,,REP,516
Montcalm,"City of Greenville, Precinct 1",U.S. Senate,Valerie L Willis,,UST,18
Montcalm,"City of Greenville, Precinct 1",U.S. Senate,Marcia Squier,,GRN,11
Montcalm,"City of Greenville, Precinct 1",U.S. Senate,Doug Dern,,NLP,4
Montcalm,"City of Greenville, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"City of Greenville, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"City of Greenville, Precinct 1",U.S. Senate,Undervotes,,,22
Montcalm,"City of Greenville, Precinct 1",U.S. Senate,Overvotes,,,0
Montcalm,"City of Greenville, Precinct 1",U.S. House,Hillary Scholten,3,DEM,1
Montcalm,"City of Greenville, Precinct 1",U.S. House,Peter Meijer,3,REP,0
Montcalm,"City of Greenville, Precinct 1",U.S. House,Richard David Fuentes,3,W,0
Montcalm,"City of Greenville, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,0
Montcalm,"City of Greenville, Precinct 1",U.S. House,Undervotes,3,,2
Montcalm,"City of Greenville, Precinct 1",U.S. House,Overvotes,3,,0
Montcalm,"City of Greenville, Precinct 1",U.S. House,Jerry Hillard,4,DEM,369
Montcalm,"City of Greenville, Precinct 1",U.S. House,John Moolenaar,4,REP,525
Montcalm,"City of Greenville, Precinct 1",U.S. House,David Canny,4,LIB,10
Montcalm,"City of Greenville, Precinct 1",U.S. House,Amy Slepr,4,GRN,28
Montcalm,"City of Greenville, Precinct 1",U.S. House,Undervotes,4,,29
Montcalm,"City of Greenville, Precinct 1",U.S. House,Overvotes,4,,2
Montcalm,"City of Greenville, Precinct 1",State House,Karen Garvey,70,DEM,384
Montcalm,"City of Greenville, Precinct 1",State House,Pat Outman,70,REP,548
Montcalm,"City of Greenville, Precinct 1",State House,Undervotes,70,,34
Montcalm,"City of Greenville, Precinct 1",State House,Overvotes,70,,0
Montcalm,"City of Greenville, Precinct 2",Registered Voters,,,,1664
Montcalm,"City of Greenville, Precinct 2",Ballots Cast,,,,1053
Montcalm,"City of Greenville, Precinct 2",Straight Party,,,DEM,202
Montcalm,"City of Greenville, Precinct 2",Straight Party,,,REP,341
Montcalm,"City of Greenville, Precinct 2",Straight Party,,,LIB,4
Montcalm,"City of Greenville, Precinct 2",Straight Party,,,UST,4
Montcalm,"City of Greenville, Precinct 2",Straight Party,,,WCP,6
Montcalm,"City of Greenville, Precinct 2",Straight Party,,,GRN,1
Montcalm,"City of Greenville, Precinct 2",Straight Party,,,NLP,0
Montcalm,"City of Greenville, Precinct 2",Straight Party,Undervotes,,,490
Montcalm,"City of Greenville, Precinct 2",Straight Party,Overvotes,,,5
Montcalm,"City of Greenville, Precinct 2",President,Joseph R Biden,,DEM,447
Montcalm,"City of Greenville, Precinct 2",President,Donald J Trump,,REP,572
Montcalm,"City of Greenville, Precinct 2",President,Jo Jorgensen,,LIB,21
Montcalm,"City of Greenville, Precinct 2",President,Don Blankenship,,UST,4
Montcalm,"City of Greenville, Precinct 2",President,Howie Hawkins,,GRN,2
Montcalm,"City of Greenville, Precinct 2",President,Rocky De La Fuente,,NLP,0
Montcalm,"City of Greenville, Precinct 2",President,Brian T Carroll,,W,0
Montcalm,"City of Greenville, Precinct 2",President,Jade Simmons,,W,0
Montcalm,"City of Greenville, Precinct 2",President,Kasey Wells,,W,0
Montcalm,"City of Greenville, Precinct 2",President,Tara Renee Hunter,,W,0
Montcalm,"City of Greenville, Precinct 2",President,Tom Hoefling,,W,0
Montcalm,"City of Greenville, Precinct 2",President,Undervotes,,,5
Montcalm,"City of Greenville, Precinct 2",President,Overvotes,,,2
Montcalm,"City of Greenville, Precinct 2",U.S. Senate,Gary Peters,,DEM,421
Montcalm,"City of Greenville, Precinct 2",U.S. Senate,John James,,REP,566
Montcalm,"City of Greenville, Precinct 2",U.S. Senate,Valerie L Willis,,UST,21
Montcalm,"City of Greenville, Precinct 2",U.S. Senate,Marcia Squier,,GRN,16
Montcalm,"City of Greenville, Precinct 2",U.S. Senate,Doug Dern,,NLP,8
Montcalm,"City of Greenville, Precinct 2",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"City of Greenville, Precinct 2",U.S. Senate,Robert William Carr,,W,0
Montcalm,"City of Greenville, Precinct 2",U.S. Senate,Undervotes,,,19
Montcalm,"City of Greenville, Precinct 2",U.S. Senate,Overvotes,,,2
Montcalm,"City of Greenville, Precinct 2",U.S. House,Hillary Scholten,3,DEM,3
Montcalm,"City of Greenville, Precinct 2",U.S. House,Peter Meijer,3,REP,3
Montcalm,"City of Greenville, Precinct 2",U.S. House,Richard David Fuentes,3,W,0
Montcalm,"City of Greenville, Precinct 2",U.S. House,Shannon Ruth Hogan,3,W,0
Montcalm,"City of Greenville, Precinct 2",U.S. House,Undervotes,3,,0
Montcalm,"City of Greenville, Precinct 2",U.S. House,Overvotes,3,,0
Montcalm,"City of Greenville, Precinct 2",U.S. House,Jerry Hillard,4,DEM,377
Montcalm,"City of Greenville, Precinct 2",U.S. House,John Moolenaar,4,REP,574
Montcalm,"City of Greenville, Precinct 2",U.S. House,David Canny,4,LIB,22
Montcalm,"City of Greenville, Precinct 2",U.S. House,Amy Slepr,4,GRN,21
Montcalm,"City of Greenville, Precinct 2",U.S. House,Undervotes,4,,49
Montcalm,"City of Greenville, Precinct 2",U.S. House,Overvotes,4,,4
Montcalm,"City of Greenville, Precinct 2",State House,Karen Garvey,70,DEM,419
Montcalm,"City of Greenville, Precinct 2",State House,Pat Outman,70,REP,584
Montcalm,"City of Greenville, Precinct 2",State House,Undervotes,70,,50
Montcalm,"City of Greenville, Precinct 2",State House,Overvotes,70,,0
Montcalm,"City of Greenville, Precinct 3",Registered Voters,,,,1751
Montcalm,"City of Greenville, Precinct 3",Ballots Cast,,,,1203
Montcalm,"City of Greenville, Precinct 3",Straight Party,,,DEM,243
Montcalm,"City of Greenville, Precinct 3",Straight Party,,,REP,352
Montcalm,"City of Greenville, Precinct 3",Straight Party,,,LIB,11
Montcalm,"City of Greenville, Precinct 3",Straight Party,,,UST,1
Montcalm,"City of Greenville, Precinct 3",Straight Party,,,WCP,4
Montcalm,"City of Greenville, Precinct 3",Straight Party,,,GRN,0
Montcalm,"City of Greenville, Precinct 3",Straight Party,,,NLP,0
Montcalm,"City of Greenville, Precinct 3",Straight Party,Undervotes,,,592
Montcalm,"City of Greenville, Precinct 3",Straight Party,Overvotes,,,0
Montcalm,"City of Greenville, Precinct 3",President,Joseph R Biden,,DEM,552
Montcalm,"City of Greenville, Precinct 3",President,Donald J Trump,,REP,609
Montcalm,"City of Greenville, Precinct 3",President,Jo Jorgensen,,LIB,30
Montcalm,"City of Greenville, Precinct 3",President,Don Blankenship,,UST,4
Montcalm,"City of Greenville, Precinct 3",President,Howie Hawkins,,GRN,4
Montcalm,"City of Greenville, Precinct 3",President,Rocky De La Fuente,,NLP,0
Montcalm,"City of Greenville, Precinct 3",President,Brian T Carroll,,W,1
Montcalm,"City of Greenville, Precinct 3",President,Jade Simmons,,W,0
Montcalm,"City of Greenville, Precinct 3",President,Kasey Wells,,W,0
Montcalm,"City of Greenville, Precinct 3",President,Tara Renee Hunter,,W,0
Montcalm,"City of Greenville, Precinct 3",President,Tom Hoefling,,W,0
Montcalm,"City of Greenville, Precinct 3",President,Undervotes,,,3
Montcalm,"City of Greenville, Precinct 3",President,Overvotes,,,0
Montcalm,"City of Greenville, Precinct 3",U.S. Senate,Gary Peters,,DEM,524
Montcalm,"City of Greenville, Precinct 3",U.S. Senate,John James,,REP,619
Montcalm,"City of Greenville, Precinct 3",U.S. Senate,Valerie L Willis,,UST,21
Montcalm,"City of Greenville, Precinct 3",U.S. Senate,Marcia Squier,,GRN,12
Montcalm,"City of Greenville, Precinct 3",U.S. Senate,Doug Dern,,NLP,1
Montcalm,"City of Greenville, Precinct 3",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"City of Greenville, Precinct 3",U.S. Senate,Robert William Carr,,W,0
Montcalm,"City of Greenville, Precinct 3",U.S. Senate,Undervotes,,,26
Montcalm,"City of Greenville, Precinct 3",U.S. Senate,Overvotes,,,0
Montcalm,"City of Greenville, Precinct 3",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"City of Greenville, Precinct 3",U.S. House,Peter Meijer,3,REP,
Montcalm,"City of Greenville, Precinct 3",U.S. House,Richard David Fuentes,3,W,
Montcalm,"City of Greenville, Precinct 3",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"City of Greenville, Precinct 3",U.S. House,Undervotes,3,,
Montcalm,"City of Greenville, Precinct 3",U.S. House,Overvotes,3,,
Montcalm,"City of Greenville, Precinct 3",U.S. House,Jerry Hillard,4,DEM,447
Montcalm,"City of Greenville, Precinct 3",U.S. House,John Moolenaar,4,REP,650
Montcalm,"City of Greenville, Precinct 3",U.S. House,David Canny,4,LIB,30
Montcalm,"City of Greenville, Precinct 3",U.S. House,Amy Slepr,4,GRN,23
Montcalm,"City of Greenville, Precinct 3",U.S. House,Undervotes,4,,53
Montcalm,"City of Greenville, Precinct 3",U.S. House,Overvotes,4,,0
Montcalm,"City of Greenville, Precinct 3",State House,Karen Garvey,70,DEM,489
Montcalm,"City of Greenville, Precinct 3",State House,Pat Outman,70,REP,658
Montcalm,"City of Greenville, Precinct 3",State House,Undervotes,70,,56
Montcalm,"City of Greenville, Precinct 3",State House,Overvotes,70,,0
Montcalm,"City of Greenville, Precinct 4",Registered Voters,,,,1278
Montcalm,"City of Greenville, Precinct 4",Ballots Cast,,,,714
Montcalm,"City of Greenville, Precinct 4",Straight Party,,,DEM,161
Montcalm,"City of Greenville, Precinct 4",Straight Party,,,REP,247
Montcalm,"City of Greenville, Precinct 4",Straight Party,,,LIB,9
Montcalm,"City of Greenville, Precinct 4",Straight Party,,,UST,1
Montcalm,"City of Greenville, Precinct 4",Straight Party,,,WCP,2
Montcalm,"City of Greenville, Precinct 4",Straight Party,,,GRN,0
Montcalm,"City of Greenville, Precinct 4",Straight Party,,,NLP,1
Montcalm,"City of Greenville, Precinct 4",Straight Party,Undervotes,,,293
Montcalm,"City of Greenville, Precinct 4",Straight Party,Overvotes,,,0
Montcalm,"City of Greenville, Precinct 4",President,Joseph R Biden,,DEM,271
Montcalm,"City of Greenville, Precinct 4",President,Donald J Trump,,REP,423
Montcalm,"City of Greenville, Precinct 4",President,Jo Jorgensen,,LIB,14
Montcalm,"City of Greenville, Precinct 4",President,Don Blankenship,,UST,0
Montcalm,"City of Greenville, Precinct 4",President,Howie Hawkins,,GRN,3
Montcalm,"City of Greenville, Precinct 4",President,Rocky De La Fuente,,NLP,1
Montcalm,"City of Greenville, Precinct 4",President,Brian T Carroll,,W,0
Montcalm,"City of Greenville, Precinct 4",President,Jade Simmons,,W,0
Montcalm,"City of Greenville, Precinct 4",President,Kasey Wells,,W,0
Montcalm,"City of Greenville, Precinct 4",President,Tara Renee Hunter,,W,0
Montcalm,"City of Greenville, Precinct 4",President,Tom Hoefling,,W,0
Montcalm,"City of Greenville, Precinct 4",President,Undervotes,,,1
Montcalm,"City of Greenville, Precinct 4",President,Overvotes,,,1
Montcalm,"City of Greenville, Precinct 4",U.S. Senate,Gary Peters,,DEM,289
Montcalm,"City of Greenville, Precinct 4",U.S. Senate,John James,,REP,394
Montcalm,"City of Greenville, Precinct 4",U.S. Senate,Valerie L Willis,,UST,8
Montcalm,"City of Greenville, Precinct 4",U.S. Senate,Marcia Squier,,GRN,6
Montcalm,"City of Greenville, Precinct 4",U.S. Senate,Doug Dern,,NLP,3
Montcalm,"City of Greenville, Precinct 4",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"City of Greenville, Precinct 4",U.S. Senate,Robert William Carr,,W,0
Montcalm,"City of Greenville, Precinct 4",U.S. Senate,Undervotes,,,14
Montcalm,"City of Greenville, Precinct 4",U.S. Senate,Overvotes,,,0
Montcalm,"City of Greenville, Precinct 4",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"City of Greenville, Precinct 4",U.S. House,Peter Meijer,3,REP,
Montcalm,"City of Greenville, Precinct 4",U.S. House,Richard David Fuentes,3,W,
Montcalm,"City of Greenville, Precinct 4",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"City of Greenville, Precinct 4",U.S. House,Undervotes,3,,
Montcalm,"City of Greenville, Precinct 4",U.S. House,Overvotes,3,,
Montcalm,"City of Greenville, Precinct 4",U.S. House,Jerry Hillard,4,DEM,260
Montcalm,"City of Greenville, Precinct 4",U.S. House,John Moolenaar,4,REP,394
Montcalm,"City of Greenville, Precinct 4",U.S. House,David Canny,4,LIB,22
Montcalm,"City of Greenville, Precinct 4",U.S. House,Amy Slepr,4,GRN,13
Montcalm,"City of Greenville, Precinct 4",U.S. House,Undervotes,4,,25
Montcalm,"City of Greenville, Precinct 4",U.S. House,Overvotes,4,,0
Montcalm,"City of Greenville, Precinct 4",State House,Karen Garvey,70,DEM,264
Montcalm,"City of Greenville, Precinct 4",State House,Pat Outman,70,REP,427
Montcalm,"City of Greenville, Precinct 4",State House,Undervotes,70,,23
Montcalm,"City of Greenville, Precinct 4",State House,Overvotes,70,,0
Montcalm,"City of Stanton, Precinct 1",Registered Voters,,,,869
Montcalm,"City of Stanton, Precinct 1",Ballots Cast,,,,530
Montcalm,"City of Stanton, Precinct 1",Straight Party,,,DEM,87
Montcalm,"City of Stanton, Precinct 1",Straight Party,,,REP,220
Montcalm,"City of Stanton, Precinct 1",Straight Party,,,LIB,4
Montcalm,"City of Stanton, Precinct 1",Straight Party,,,UST,0
Montcalm,"City of Stanton, Precinct 1",Straight Party,,,WCP,2
Montcalm,"City of Stanton, Precinct 1",Straight Party,,,GRN,1
Montcalm,"City of Stanton, Precinct 1",Straight Party,,,NLP,1
Montcalm,"City of Stanton, Precinct 1",Straight Party,Undervotes,,,215
Montcalm,"City of Stanton, Precinct 1",Straight Party,Overvotes,,,0
Montcalm,"City of Stanton, Precinct 1",President,Joseph R Biden,,DEM,160
Montcalm,"City of Stanton, Precinct 1",President,Donald J Trump,,REP,356
Montcalm,"City of Stanton, Precinct 1",President,Jo Jorgensen,,LIB,8
Montcalm,"City of Stanton, Precinct 1",President,Don Blankenship,,UST,0
Montcalm,"City of Stanton, Precinct 1",President,Howie Hawkins,,GRN,1
Montcalm,"City of Stanton, Precinct 1",President,Rocky De La Fuente,,NLP,1
Montcalm,"City of Stanton, Precinct 1",President,Brian T Carroll,,W,0
Montcalm,"City of Stanton, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"City of Stanton, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"City of Stanton, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"City of Stanton, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"City of Stanton, Precinct 1",President,Undervotes,,,4
Montcalm,"City of Stanton, Precinct 1",President,Overvotes,,,0
Montcalm,"City of Stanton, Precinct 1",U.S. Senate,Gary Peters,,DEM,175
Montcalm,"City of Stanton, Precinct 1",U.S. Senate,John James,,REP,328
Montcalm,"City of Stanton, Precinct 1",U.S. Senate,Valerie L Willis,,UST,6
Montcalm,"City of Stanton, Precinct 1",U.S. Senate,Marcia Squier,,GRN,3
Montcalm,"City of Stanton, Precinct 1",U.S. Senate,Doug Dern,,NLP,3
Montcalm,"City of Stanton, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"City of Stanton, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"City of Stanton, Precinct 1",U.S. Senate,Undervotes,,,14
Montcalm,"City of Stanton, Precinct 1",U.S. Senate,Overvotes,,,1
Montcalm,"City of Stanton, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"City of Stanton, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"City of Stanton, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"City of Stanton, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"City of Stanton, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"City of Stanton, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"City of Stanton, Precinct 1",U.S. House,Jerry Hillard,4,DEM,136
Montcalm,"City of Stanton, Precinct 1",U.S. House,John Moolenaar,4,REP,358
Montcalm,"City of Stanton, Precinct 1",U.S. House,David Canny,4,LIB,6
Montcalm,"City of Stanton, Precinct 1",U.S. House,Amy Slepr,4,GRN,7
Montcalm,"City of Stanton, Precinct 1",U.S. House,Undervotes,4,,23
Montcalm,"City of Stanton, Precinct 1",U.S. House,Overvotes,4,,0
Montcalm,"City of Stanton, Precinct 1",State House,Karen Garvey,70,DEM,161
Montcalm,"City of Stanton, Precinct 1",State House,Pat Outman,70,REP,348
Montcalm,"City of Stanton, Precinct 1",State House,Undervotes,70,,21
Montcalm,"City of Stanton, Precinct 1",State House,Overvotes,70,,0
