county,precinct,office,vote_type,district,party,candidate,votes
Monroe,"London Township, Precinct 1",Straight Party,Election Day,,REP,,466
Monroe,"Milan Township, Precinct 1",Straight Party,Election Day,,REP,,233
Monroe,"Monroe Township, Precinct 1",Straight Party,Election Day,,REP,,133
Monroe,"Monroe Township, Precinct 2",Straight Party,Election Day,,REP,,110
Monroe,"Monroe Township, Precinct 3",Straight Party,Election Day,,REP,,116
Monroe,"Monroe Township, Precinct 4",Straight Party,Election Day,,REP,,231
Monroe,"Monroe Township, Precinct 5",Straight Party,Election Day,,REP,,298
Monroe,"Monroe Township, Precinct 6",Straight Party,Election Day,,REP,,199
Monroe,"Raisinville Township, Precinct1",Straight Party,Election Day,,REP,,378
Monroe,"Raisinville Township, Precinct2",Straight Party,Election Day,,REP,,369
Monroe,"Summerfield Township,Precinct 1",Straight Party,Election Day,,REP,,406
Monroe,"Whiteford Township, Precinct1",Straight Party,Election Day,,REP,,314
Monroe,"Whiteford Township, Precinct2",Straight Party,Election Day,,REP,,283
Monroe,"Ash Township, Precinct 1",Straight Party,Absentee,,REP,,122
Monroe,"Ash Township, Precinct 2",Straight Party,Absentee,,REP,,187
Monroe,"Ash Township, Precinct 3",Straight Party,Absentee,,REP,,137
Monroe,"Bedford Township, Precinct 1",Straight Party,Absentee,,REP,,55
Monroe,"Bedford Township, Precinct 2",Straight Party,Absentee,,REP,,98
Monroe,"Bedford Township, Precinct 3",Straight Party,Absentee,,REP,,50
Monroe,"Bedford Township, Precinct 4",Straight Party,Absentee,,REP,,89
Monroe,"Bedford Township, Precinct 5",Straight Party,Absentee,,REP,,90
Monroe,"Bedford Township, Precinct 6",Straight Party,Absentee,,REP,,94
Monroe,"Bedford Township, Precinct 7",Straight Party,Absentee,,REP,,92
Monroe,"Bedford Township, Precinct 8",Straight Party,Absentee,,REP,,128
Monroe,"Bedford Township, Precinct 9",Straight Party,Absentee,,REP,,67
Monroe,"Bedford Township, Precinct 10",Straight Party,Absentee,,REP,,55
Monroe,"Bedford Township, Precinct 11",Straight Party,Absentee,,REP,,113
Monroe,"Bedford Township, Precinct 12",Straight Party,Absentee,,REP,,85
Monroe,"Bedford Township, Precinct 13",Straight Party,Absentee,,REP,,89
Monroe,"Bedford Township, Precinct 14",Straight Party,Absentee,,REP,,60
Monroe,"Berlin Township, Precinct 1",Straight Party,Absentee,,REP,,83
Monroe,"Berlin Township, Precinct 2",Straight Party,Absentee,,REP,,128
Monroe,"Berlin Township, Precinct 3",Straight Party,Absentee,,REP,,65
Monroe,"Berlin Township, Precinct 4",Straight Party,Absentee,,REP,,90
Monroe,"City of Luna Pier, Precinct 1",Straight Party,Absentee,,REP,,0
Monroe,"City of Milan, Precinct 1",Straight Party,Absentee,,REP,,0
Monroe,"City of Monroe, Precinct 1",Straight Party,Absentee,,REP,,66
Monroe,"City of Monroe, Precinct 2",Straight Party,Absentee,,REP,,49
Monroe,"City of Monroe, Precinct 3N",Straight Party,Absentee,,REP,,19
Monroe,"City of Monroe, Precinct 3S",Straight Party,Absentee,,REP,,23
Monroe,"City of Monroe, Precinct 4",Straight Party,Absentee,,REP,,91
Monroe,"City of Monroe, Precinct 5",Straight Party,Absentee,,REP,,94
Monroe,"City of Monroe, Precinct 6",Straight Party,Absentee,,REP,,85
Monroe,"City of Petersburg, Precinct 1",Straight Party,Absentee,,REP,,19
Monroe,"Dundee Township, Precinct 1",Straight Party,Absentee,,REP,,47
Monroe,"Dundee Township, Precinct 2",Straight Party,Absentee,,REP,,94
Monroe,"Dundee Township, Precinct 3",Straight Party,Absentee,,REP,,91
Monroe,"Erie Township, Precinct 1",Straight Party,Absentee,,REP,,108
Monroe,"Erie Township, Precinct 2",Straight Party,Absentee,,REP,,69
Monroe,"Exeter Township, Precinct 1",Straight Party,Absentee,,REP,,0
Monroe,"Exeter Township, Precinct 2",Straight Party,Absentee,,REP,,0
Monroe,"Frenchtown Township,Precinct 1",Straight Party,Absentee,,REP,,57
Monroe,"Frenchtown Township,Precinct 2",Straight Party,Absentee,,REP,,43
Monroe,"Frenchtown Township,Precinct 3",Straight Party,Absentee,,REP,,54
Monroe,"Frenchtown Township,Precinct 4",Straight Party,Absentee,,REP,,119
Monroe,"Frenchtown Township,Precinct 5",Straight Party,Absentee,,REP,,65
Monroe,"Frenchtown Township,Precinct 6",Straight Party,Absentee,,REP,,85
Monroe,"Frenchtown Township,Precinct 7",Straight Party,Absentee,,REP,,178
Monroe,"Frenchtown Township,Precinct 8",Straight Party,Absentee,,REP,,79
Monroe,"Frenchtown Township,Precinct 9",Straight Party,Absentee,,REP,,81
Monroe,"Ida Township, Precinct 1",Straight Party,Absentee,,REP,,126
Monroe,"Ida Township, Precinct 2",Straight Party,Absentee,,REP,,90
Monroe,"La Salle Township, Precinct 1",Straight Party,Absentee,,REP,,97
Monroe,"La Salle Township, Precinct 2",Straight Party,Absentee,,REP,,145
Monroe,"London Township, Precinct 1",Straight Party,Absentee,,REP,,0
Monroe,"Milan Township, Precinct 1",Straight Party,Absentee,,REP,,0
Monroe,"Monroe Township, Precinct 1",Straight Party,Absentee,,REP,,83
Monroe,"Monroe Township, Precinct 2",Straight Party,Absentee,,REP,,19
Monroe,"Monroe Township, Precinct 3",Straight Party,Absentee,,REP,,51
Monroe,"Monroe Township, Precinct 4",Straight Party,Absentee,,REP,,71
Monroe,"Monroe Township, Precinct 5",Straight Party,Absentee,,REP,,158
Monroe,"Monroe Township, Precinct 6",Straight Party,Absentee,,REP,,104
Monroe,"Raisinville Township, Precinct1",Straight Party,Absentee,,REP,,177
Monroe,"Raisinville Township, Precinct2",Straight Party,Absentee,,REP,,144
Monroe,"Summerfield Township,Precinct 1",Straight Party,Absentee,,REP,,135
Monroe,"Whiteford Township, Precinct1",Straight Party,Absentee,,REP,,86
Monroe,"Whiteford Township, Precinct2",Straight Party,Absentee,,REP,,83
Monroe,"Ash Township, Precinct 1",Straight Party,Election Day,,LIB,,8
Monroe,"Ash Township, Precinct 2",Straight Party,Election Day,,LIB,,2
Monroe,"Ash Township, Precinct 3",Straight Party,Election Day,,LIB,,1
Monroe,"Bedford Township, Precinct 1",Straight Party,Election Day,,LIB,,0
Monroe,"Bedford Township, Precinct 2",Straight Party,Election Day,,LIB,,4
Monroe,"Bedford Township, Precinct 3",Straight Party,Election Day,,LIB,,2
Monroe,"Bedford Township, Precinct 4",Straight Party,Election Day,,LIB,,1
Monroe,"Bedford Township, Precinct 5",Straight Party,Election Day,,LIB,,6
Monroe,"Bedford Township, Precinct 6",Straight Party,Election Day,,LIB,,5
Monroe,"Bedford Township, Precinct 7",Straight Party,Election Day,,LIB,,10
Monroe,"Bedford Township, Precinct 8",Straight Party,Election Day,,LIB,,6
Monroe,"Bedford Township, Precinct 9",Straight Party,Election Day,,LIB,,1
Monroe,"Bedford Township, Precinct 10",Straight Party,Election Day,,LIB,,4
Monroe,"Bedford Township, Precinct 11",Straight Party,Election Day,,LIB,,0
Monroe,"Bedford Township, Precinct 12",Straight Party,Election Day,,LIB,,1
Monroe,"Bedford Township, Precinct 13",Straight Party,Election Day,,LIB,,4
Monroe,"Bedford Township, Precinct 14",Straight Party,Election Day,,LIB,,2
Monroe,"Berlin Township, Precinct 1",Straight Party,Election Day,,LIB,,4
Monroe,"Berlin Township, Precinct 2",Straight Party,Election Day,,LIB,,6
Monroe,"Berlin Township, Precinct 3",Straight Party,Election Day,,LIB,,4
Monroe,"Berlin Township, Precinct 4",Straight Party,Election Day,,LIB,,5
Monroe,"City of Luna Pier, Precinct 1",Straight Party,Election Day,,LIB,,3
Monroe,"City of Milan, Precinct 1",Straight Party,Election Day,,LIB,,1
Monroe,"City of Monroe, Precinct 1",Straight Party,Election Day,,LIB,,3
Monroe,"City of Monroe, Precinct 2",Straight Party,Election Day,,LIB,,4
Monroe,"City of Monroe, Precinct 3N",Straight Party,Election Day,,LIB,,3
Monroe,"City of Monroe, Precinct 3S",Straight Party,Election Day,,LIB,,3
Monroe,"City of Monroe, Precinct 4",Straight Party,Election Day,,LIB,,4
Monroe,"City of Monroe, Precinct 5",Straight Party,Election Day,,LIB,,5
Monroe,"City of Monroe, Precinct 6",Straight Party,Election Day,,LIB,,4
Monroe,"City of Petersburg, Precinct 1",Straight Party,Election Day,,LIB,,3
Monroe,"Dundee Township, Precinct 1",Straight Party,Election Day,,LIB,,2
Monroe,"Dundee Township, Precinct 2",Straight Party,Election Day,,LIB,,3
Monroe,"Dundee Township, Precinct 3",Straight Party,Election Day,,LIB,,3
Monroe,"Erie Township, Precinct 1",Straight Party,Election Day,,LIB,,5
Monroe,"Erie Township, Precinct 2",Straight Party,Election Day,,LIB,,5
Monroe,"Exeter Township, Precinct 1",Straight Party,Election Day,,LIB,,3
Monroe,"Exeter Township, Precinct 2",Straight Party,Election Day,,LIB,,2
Monroe,"Frenchtown Township,Precinct 1",Straight Party,Election Day,,LIB,,2
Monroe,"Frenchtown Township,Precinct 2",Straight Party,Election Day,,LIB,,1
Monroe,"Frenchtown Township,Precinct 3",Straight Party,Election Day,,LIB,,0
Monroe,"Frenchtown Township,Precinct 4",Straight Party,Election Day,,LIB,,1
Monroe,"Frenchtown Township,Precinct 5",Straight Party,Election Day,,LIB,,5
Monroe,"Frenchtown Township,Precinct 6",Straight Party,Election Day,,LIB,,7
Monroe,"Frenchtown Township,Precinct 7",Straight Party,Election Day,,LIB,,4
Monroe,"Frenchtown Township,Precinct 8",Straight Party,Election Day,,LIB,,0
Monroe,"Frenchtown Township,Precinct 9",Straight Party,Election Day,,LIB,,1
Monroe,"Ida Township, Precinct 1",Straight Party,Election Day,,LIB,,4
Monroe,"Ida Township, Precinct 2",Straight Party,Election Day,,LIB,,1
Monroe,"La Salle Township, Precinct 1",Straight Party,Election Day,,LIB,,5
Monroe,"La Salle Township, Precinct 2",Straight Party,Election Day,,LIB,,1
Monroe,"London Township, Precinct 1",Straight Party,Election Day,,LIB,,3
Monroe,"Milan Township, Precinct 1",Straight Party,Election Day,,LIB,,4
Monroe,"Monroe Township, Precinct 1",Straight Party,Election Day,,LIB,,3
Monroe,"Monroe Township, Precinct 2",Straight Party,Election Day,,LIB,,1
Monroe,"Monroe Township, Precinct 3",Straight Party,Election Day,,LIB,,4
Monroe,"Monroe Township, Precinct 4",Straight Party,Election Day,,LIB,,1
Monroe,"Monroe Township, Precinct 5",Straight Party,Election Day,,LIB,,4
Monroe,"Monroe Township, Precinct 6",Straight Party,Election Day,,LIB,,1
Monroe,"Raisinville Township, Precinct1",Straight Party,Election Day,,LIB,,2
Monroe,"Raisinville Township, Precinct2",Straight Party,Election Day,,LIB,,7
Monroe,"Summerfield Township,Precinct 1",Straight Party,Election Day,,LIB,,3
Monroe,"Whiteford Township, Precinct1",Straight Party,Election Day,,LIB,,2
Monroe,"Whiteford Township, Precinct2",Straight Party,Election Day,,LIB,,1
Monroe,"Ash Township, Precinct 1",Straight Party,Absentee,,LIB,,1
Monroe,"Ash Township, Precinct 2",Straight Party,Absentee,,LIB,,1
Monroe,"Ash Township, Precinct 3",Straight Party,Absentee,,LIB,,1
Monroe,"Bedford Township, Precinct 1",Straight Party,Absentee,,LIB,,1
Monroe,"Bedford Township, Precinct 2",Straight Party,Absentee,,LIB,,2
Monroe,"Bedford Township, Precinct 3",Straight Party,Absentee,,LIB,,0
Monroe,"Bedford Township, Precinct 4",Straight Party,Absentee,,LIB,,2
Monroe,"Bedford Township, Precinct 5",Straight Party,Absentee,,LIB,,1
Monroe,"Bedford Township, Precinct 6",Straight Party,Absentee,,LIB,,2
Monroe,"Bedford Township, Precinct 7",Straight Party,Absentee,,LIB,,0
Monroe,"Bedford Township, Precinct 8",Straight Party,Absentee,,LIB,,2
Monroe,"Bedford Township, Precinct 9",Straight Party,Absentee,,LIB,,0
Monroe,"Bedford Township, Precinct 10",Straight Party,Absentee,,LIB,,1
Monroe,"Bedford Township, Precinct 11",Straight Party,Absentee,,LIB,,1
Monroe,"Bedford Township, Precinct 12",Straight Party,Absentee,,LIB,,0
Monroe,"Bedford Township, Precinct 13",Straight Party,Absentee,,LIB,,0
Monroe,"Bedford Township, Precinct 14",Straight Party,Absentee,,LIB,,1
Monroe,"Berlin Township, Precinct 1",Straight Party,Absentee,,LIB,,0
Monroe,"Berlin Township, Precinct 2",Straight Party,Absentee,,LIB,,0
Monroe,"Berlin Township, Precinct 3",Straight Party,Absentee,,LIB,,0
Monroe,"Berlin Township, Precinct 4",Straight Party,Absentee,,LIB,,1
Monroe,"City of Luna Pier, Precinct 1",Straight Party,Absentee,,LIB,,0
Monroe,"City of Milan, Precinct 1",Straight Party,Absentee,,LIB,,0
Monroe,"City of Monroe, Precinct 1",Straight Party,Absentee,,LIB,,3
Monroe,"City of Monroe, Precinct 2",Straight Party,Absentee,,LIB,,2
Monroe,"City of Monroe, Precinct 3N",Straight Party,Absentee,,LIB,,1
Monroe,"City of Monroe, Precinct 3S",Straight Party,Absentee,,LIB,,1
Monroe,"City of Monroe, Precinct 4",Straight Party,Absentee,,LIB,,1
Monroe,"City of Monroe, Precinct 5",Straight Party,Absentee,,LIB,,2
Monroe,"City of Monroe, Precinct 6",Straight Party,Absentee,,LIB,,0
Monroe,"City of Petersburg, Precinct 1",Straight Party,Absentee,,LIB,,1
Monroe,"Dundee Township, Precinct 1",Straight Party,Absentee,,LIB,,2
Monroe,"Dundee Township, Precinct 2",Straight Party,Absentee,,LIB,,0
Monroe,"Dundee Township, Precinct 3",Straight Party,Absentee,,LIB,,0
Monroe,"Erie Township, Precinct 1",Straight Party,Absentee,,LIB,,0
Monroe,"Erie Township, Precinct 2",Straight Party,Absentee,,LIB,,0
Monroe,"Exeter Township, Precinct 1",Straight Party,Absentee,,LIB,,0
Monroe,"Exeter Township, Precinct 2",Straight Party,Absentee,,LIB,,0
Monroe,"Frenchtown Township,Precinct 1",Straight Party,Absentee,,LIB,,0
Monroe,"Frenchtown Township,Precinct 2",Straight Party,Absentee,,LIB,,1
Monroe,"Frenchtown Township,Precinct 3",Straight Party,Absentee,,LIB,,0
Monroe,"Frenchtown Township,Precinct 4",Straight Party,Absentee,,LIB,,1
Monroe,"Frenchtown Township,Precinct 5",Straight Party,Absentee,,LIB,,0
Monroe,"Frenchtown Township,Precinct 6",Straight Party,Absentee,,LIB,,1
Monroe,"Frenchtown Township,Precinct 7",Straight Party,Absentee,,LIB,,1
Monroe,"Frenchtown Township,Precinct 8",Straight Party,Absentee,,LIB,,0
Monroe,"Frenchtown Township,Precinct 9",Straight Party,Absentee,,LIB,,0
Monroe,"Ida Township, Precinct 1",Straight Party,Absentee,,LIB,,2
Monroe,"Ida Township, Precinct 2",Straight Party,Absentee,,LIB,,0
Monroe,"La Salle Township, Precinct 1",Straight Party,Absentee,,LIB,,1
Monroe,"La Salle Township, Precinct 2",Straight Party,Absentee,,LIB,,3
Monroe,"London Township, Precinct 1",Straight Party,Absentee,,LIB,,0
Monroe,"Milan Township, Precinct 1",Straight Party,Absentee,,LIB,,0
Monroe,"Monroe Township, Precinct 1",Straight Party,Absentee,,LIB,,0
Monroe,"Monroe Township, Precinct 2",Straight Party,Absentee,,LIB,,0
Monroe,"Monroe Township, Precinct 3",Straight Party,Absentee,,LIB,,0
Monroe,"Monroe Township, Precinct 4",Straight Party,Absentee,,LIB,,1
Monroe,"Monroe Township, Precinct 5",Straight Party,Absentee,,LIB,,1
Monroe,"Monroe Township, Precinct 6",Straight Party,Absentee,,LIB,,1
Monroe,"Raisinville Township, Precinct1",Straight Party,Absentee,,LIB,,1
Monroe,"Raisinville Township, Precinct2",Straight Party,Absentee,,LIB,,1
Monroe,"Summerfield Township,Precinct 1",Straight Party,Absentee,,LIB,,1
Monroe,"Whiteford Township, Precinct1",Straight Party,Absentee,,LIB,,0
Monroe,"Whiteford Township, Precinct2",Straight Party,Absentee,,LIB,,0
Monroe,"Ash Township, Precinct 1",Straight Party,Election Day,,UST,,1
Monroe,"Ash Township, Precinct 2",Straight Party,Election Day,,UST,,1
Monroe,"Ash Township, Precinct 3",Straight Party,Election Day,,UST,,1
Monroe,"Bedford Township, Precinct 1",Straight Party,Election Day,,UST,,0
Monroe,"Bedford Township, Precinct 2",Straight Party,Election Day,,UST,,1
Monroe,"Bedford Township, Precinct 3",Straight Party,Election Day,,UST,,0
Monroe,"Bedford Township, Precinct 4",Straight Party,Election Day,,UST,,3
Monroe,"Bedford Township, Precinct 5",Straight Party,Election Day,,UST,,0
Monroe,"Bedford Township, Precinct 6",Straight Party,Election Day,,UST,,1
Monroe,"Bedford Township, Precinct 7",Straight Party,Election Day,,UST,,4
Monroe,"Bedford Township, Precinct 8",Straight Party,Election Day,,UST,,1
Monroe,"Bedford Township, Precinct 9",Straight Party,Election Day,,UST,,0
Monroe,"Bedford Township, Precinct 10",Straight Party,Election Day,,UST,,1
Monroe,"Bedford Township, Precinct 11",Straight Party,Election Day,,UST,,0
Monroe,"Bedford Township, Precinct 12",Straight Party,Election Day,,UST,,0
Monroe,"Bedford Township, Precinct 13",Straight Party,Election Day,,UST,,1
Monroe,"Bedford Township, Precinct 14",Straight Party,Election Day,,UST,,0
Monroe,"Berlin Township, Precinct 1",Straight Party,Election Day,,UST,,0
Monroe,"Berlin Township, Precinct 2",Straight Party,Election Day,,UST,,1
Monroe,"Berlin Township, Precinct 3",Straight Party,Election Day,,UST,,1
Monroe,"Berlin Township, Precinct 4",Straight Party,Election Day,,UST,,3
Monroe,"City of Luna Pier, Precinct 1",Straight Party,Election Day,,UST,,4
Monroe,"City of Milan, Precinct 1",Straight Party,Election Day,,UST,,0
Monroe,"City of Monroe, Precinct 1",Straight Party,Election Day,,UST,,1
Monroe,"City of Monroe, Precinct 2",Straight Party,Election Day,,UST,,2
Monroe,"City of Monroe, Precinct 3N",Straight Party,Election Day,,UST,,0
Monroe,"City of Monroe, Precinct 3S",Straight Party,Election Day,,UST,,1
Monroe,"City of Monroe, Precinct 4",Straight Party,Election Day,,UST,,0
Monroe,"City of Monroe, Precinct 5",Straight Party,Election Day,,UST,,3
Monroe,"City of Monroe, Precinct 6",Straight Party,Election Day,,UST,,0
Monroe,"City of Petersburg, Precinct 1",Straight Party,Election Day,,UST,,2
Monroe,"Dundee Township, Precinct 1",Straight Party,Election Day,,UST,,1
Monroe,"Dundee Township, Precinct 2",Straight Party,Election Day,,UST,,2
Monroe,"Dundee Township, Precinct 3",Straight Party,Election Day,,UST,,2
Monroe,"Erie Township, Precinct 1",Straight Party,Election Day,,UST,,0
Monroe,"Erie Township, Precinct 2",Straight Party,Election Day,,UST,,3
Monroe,"Exeter Township, Precinct 1",Straight Party,Election Day,,UST,,1
Monroe,"Exeter Township, Precinct 2",Straight Party,Election Day,,UST,,1
Monroe,"Frenchtown Township,Precinct 1",Straight Party,Election Day,,UST,,0
Monroe,"Frenchtown Township,Precinct 2",Straight Party,Election Day,,UST,,0
Monroe,"Frenchtown Township,Precinct 3",Straight Party,Election Day,,UST,,2
Monroe,"Frenchtown Township,Precinct 4",Straight Party,Election Day,,UST,,0
Monroe,"Frenchtown Township,Precinct 5",Straight Party,Election Day,,UST,,2
Monroe,"Frenchtown Township,Precinct 6",Straight Party,Election Day,,UST,,3
Monroe,"Frenchtown Township,Precinct 7",Straight Party,Election Day,,UST,,0
Monroe,"Frenchtown Township,Precinct 8",Straight Party,Election Day,,UST,,2
Monroe,"Frenchtown Township,Precinct 9",Straight Party,Election Day,,UST,,2
Monroe,"Ida Township, Precinct 1",Straight Party,Election Day,,UST,,1
Monroe,"Ida Township, Precinct 2",Straight Party,Election Day,,UST,,2
