county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Cast Votes,,938,573,1511
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Undervotes,,1,2,3
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Overvotes,,1,0,1
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Rejected,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Governor,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Jocelyn Benson,DEM,327,330,657
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Kristina Elaine Karamo,REP,565,225,790
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Gregory Scott Stempfle,LIB,20,7,27
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Christine C. Schwartz,UST,7,1,8
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Larry James Hutchinson Jr.,GRE,11,3,14
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Cast Votes,,930,566,1496
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Undervotes,,9,9,18
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Overvotes,,1,0,1
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Rejected,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Attorney General,,Dana Nessel,DEM,300,313,613
Ottawa,"Allendale Charter Township, Precinct 4",Attorney General,,Matthew DePerno,REP,589,237,826
Ottawa,"Allendale Charter Township, Precinct 4",Attorney General,,Joseph W. McHugh Jr.,LIB,27,12,39
Ottawa,"Allendale Charter Township, Precinct 4",Attorney General,,Gerald T. Van Sickle,UST,9,2,11
Ottawa,"Allendale Charter Township, Precinct 4",Attorney General,,Cast Votes,,925,564,1489
Ottawa,"Allendale Charter Township, Precinct 4",Attorney General,,Undervotes,,15,11,26
Ottawa,"Allendale Charter Township, Precinct 4",Attorney General,,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Attorney General,,Rejected,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",Attorney General,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",U.S. House,3,Hillary Scholten,DEM,291,316,607
Ottawa,"Allendale Charter Township, Precinct 4",U.S. House,3,John Gibbs,REP,591,232,823
Ottawa,"Allendale Charter Township, Precinct 4",U.S. House,3,Jamie Lewis,LIB,23,8,31
Ottawa,"Allendale Charter Township, Precinct 4",U.S. House,3,Louis Palus,WC,15,6,21
Ottawa,"Allendale Charter Township, Precinct 4",U.S. House,3,Cast Votes,,920,562,1482
Ottawa,"Allendale Charter Township, Precinct 4",U.S. House,3,Undervotes,,16,12,28
Ottawa,"Allendale Charter Township, Precinct 4",U.S. House,3,Overvotes,,3,0,3
Ottawa,"Allendale Charter Township, Precinct 4",U.S. House,3,Rejected,,1,1,2
Ottawa,"Allendale Charter Township, Precinct 4",U.S. House,3,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",State Senate,30,David LaGrand,DEM,285,284,569
Ottawa,"Allendale Charter Township, Precinct 4",State Senate,30,Mark Huizenga,REP,618,271,889
Ottawa,"Allendale Charter Township, Precinct 4",State Senate,30,Theodore Petzold,LIB,19,7,26
Ottawa,"Allendale Charter Township, Precinct 4",State Senate,30,Cast Votes,,922,562,1484
Ottawa,"Allendale Charter Township, Precinct 4",State Senate,30,Undervotes,,15,13,28
Ottawa,"Allendale Charter Township, Precinct 4",State Senate,30,Overvotes,,1,0,1
Ottawa,"Allendale Charter Township, Precinct 4",State Senate,30,Rejected,,2,0,2
Ottawa,"Allendale Charter Township, Precinct 4",State Senate,30,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Sharon McConnon,DEM,275,280,555
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Luke Meerman,REP,637,267,904
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Cast Votes,,912,547,1459
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Undervotes,,28,28,56
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Rejected,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,,,,,
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Pamela Pugh,DEM,268,288,556
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Mitchell Robinson,DEM,246,268,514
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Tamara D. Carlone,REP,578,249,827
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Linda Lee Tarver,REP,553,241,794
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Donna Gundle-Krieg,LIB,30,9,39
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Bill Hall,LIB,25,6,31
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Ethan Hobson,UST,11,4,15
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Mary Anne Hering,WC,18,15,33
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Cast Votes,,1729,1080,2809
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Undervotes,,149,69,218
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Overvotes,,1,0,1
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Rejected,,0,1,1
Ottawa,"Allendale Charter Township, Precinct 4",State House,89,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Democratic,DEM,182,277,459
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Republican,REP,93,87,180
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Libertarian,LIB,4,7,11
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,U.S. Taxpayers,UST,0,1,1
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Working Class,WC,2,5,7
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Green,GRE,3,4,7
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Natural Law,NAL,0,1,1
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Cast Votes,,284,382,666
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Undervotes,,164,108,272
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Rejected,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Straight Party,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Gretchen Whitmer,DEM,294,382,676
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Tudor M. Dixon,REP,148,99,247
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Mary Buzuma,LIB,5,3,8
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Donna Brandenburg,UST,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Kevin Hogan,GRE,0,2,2
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Daryl M. Simpson,NAL,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Cast Votes,,447,486,933
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Undervotes,,1,3,4
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Rejected,,0,1,1
Ottawa,"Allendale Charter Township, Precinct 5A",Governor,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Jocelyn Benson,DEM,278,353,631
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Kristina Elaine Karamo,REP,145,107,252
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Gregory Scott Stempfle,LIB,8,3,11
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Christine C. Schwartz,UST,2,0,2
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,1,4
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Cast Votes,,436,464,900
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Undervotes,,11,25,36
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Rejected,,1,1,2
Ottawa,"Allendale Charter Township, Precinct 5A",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Attorney General,,Dana Nessel,DEM,265,343,608
Ottawa,"Allendale Charter Township, Precinct 5A",Attorney General,,Matthew DePerno,REP,152,104,256
Ottawa,"Allendale Charter Township, Precinct 5A",Attorney General,,Joseph W. McHugh Jr.,LIB,8,7,15
Ottawa,"Allendale Charter Township, Precinct 5A",Attorney General,,Gerald T. Van Sickle,UST,1,1,2
Ottawa,"Allendale Charter Township, Precinct 5A",Attorney General,,Cast Votes,,426,455,881
Ottawa,"Allendale Charter Township, Precinct 5A",Attorney General,,Undervotes,,20,34,54
Ottawa,"Allendale Charter Township, Precinct 5A",Attorney General,,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",Attorney General,,Rejected,,2,1,3
Ottawa,"Allendale Charter Township, Precinct 5A",Attorney General,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",U.S. House,3,Hillary Scholten,DEM,275,352,627
Ottawa,"Allendale Charter Township, Precinct 5A",U.S. House,3,John Gibbs,REP,142,100,242
Ottawa,"Allendale Charter Township, Precinct 5A",U.S. House,3,Jamie Lewis,LIB,12,5,17
Ottawa,"Allendale Charter Township, Precinct 5A",U.S. House,3,Louis Palus,WC,6,6,12
Ottawa,"Allendale Charter Township, Precinct 5A",U.S. House,3,Cast Votes,,435,463,898
Ottawa,"Allendale Charter Township, Precinct 5A",U.S. House,3,Undervotes,,11,24,35
Ottawa,"Allendale Charter Township, Precinct 5A",U.S. House,3,Overvotes,,0,1,1
Ottawa,"Allendale Charter Township, Precinct 5A",U.S. House,3,Rejected,,2,2,4
Ottawa,"Allendale Charter Township, Precinct 5A",U.S. House,3,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",State Senate,30,David LaGrand,DEM,256,340,596
Ottawa,"Allendale Charter Township, Precinct 5A",State Senate,30,Mark Huizenga,REP,163,110,273
Ottawa,"Allendale Charter Township, Precinct 5A",State Senate,30,Theodore Petzold,LIB,11,10,21
Ottawa,"Allendale Charter Township, Precinct 5A",State Senate,30,Cast Votes,,430,460,890
Ottawa,"Allendale Charter Township, Precinct 5A",State Senate,30,Undervotes,,16,28,44
Ottawa,"Allendale Charter Township, Precinct 5A",State Senate,30,Overvotes,,0,1,1
Ottawa,"Allendale Charter Township, Precinct 5A",State Senate,30,Rejected,,2,1,3
Ottawa,"Allendale Charter Township, Precinct 5A",State Senate,30,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Sharon McConnon,DEM,263,337,600
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Luke Meerman,REP,156,113,269
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Cast Votes,,419,450,869
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Undervotes,,27,38,65
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Rejected,,2,2,4
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,,,,,
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Pamela Pugh,DEM,249,340,589
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Mitchell Robinson,DEM,241,318,559
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Tamara D. Carlone,REP,137,104,241
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Linda Lee Tarver,REP,137,103,240
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Donna Gundle-Krieg,LIB,16,8,24
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Bill Hall,LIB,9,5,14
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Ethan Hobson,UST,4,3,7
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Mary Anne Hering,WC,15,14,29
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Cast Votes,,808,895,1703
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Undervotes,,84,84,168
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Rejected,,4,1,5
Ottawa,"Allendale Charter Township, Precinct 5A",State House,89,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Democratic,DEM,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Republican,REP,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Libertarian,LIB,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,U.S. Taxpayers,UST,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Working Class,WC,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Green,GRE,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Cast Votes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Undervotes,,0,2,2
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Rejected,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Straight Party,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Gretchen Whitmer,DEM,0,1,1
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Tudor M. Dixon,REP,0,1,1
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Mary Buzuma,LIB,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Donna Brandenburg,UST,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Kevin Hogan,GRE,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Daryl M. Simpson,NAL,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Cast Votes,,0,2,2
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Undervotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Rejected,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Governor,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Jocelyn Benson,DEM,0,2,2
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Kristina Elaine Karamo,REP,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Gregory Scott Stempfle,LIB,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Christine C. Schwartz,UST,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Larry James Hutchinson Jr.,GRE,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Cast Votes,,0,2,2
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Undervotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Rejected,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Attorney General,,Dana Nessel,DEM,0,1,1
Ottawa,"Allendale Charter Township, Precinct 5B",Attorney General,,Matthew DePerno,REP,0,1,1
Ottawa,"Allendale Charter Township, Precinct 5B",Attorney General,,Joseph W. McHugh Jr.,LIB,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Attorney General,,Gerald T. Van Sickle,UST,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Attorney General,,Cast Votes,,0,2,2
Ottawa,"Allendale Charter Township, Precinct 5B",Attorney General,,Undervotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Attorney General,,Overvotes,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Attorney General,,Rejected,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",Attorney General,,Unresolved,,0,0,0
Ottawa,"Allendale Charter Township, Precinct 5B",U.S. House,3,Hillary Scholten,DEM,0,0,0
